class_id,class_name,support,cnn_silhouette,vit_silhouette,convnext_silhouette,cnn_acc,vit_acc,convnext_acc
115,curry puff,70,0.15482665598392487,0.1852412074804306,0.35912784934043884,0.8714285714285714,0.9142857142857143,0.9428571428571428
116,drunken prawn,89,-0.0713418647646904,0.03800328075885773,0.08006361871957779,0.651685393258427,0.7191011235955056,0.7078651685393258
117,dumpling,171,-0.06398516148328781,-0.0184922032058239,0.1307820826768875,0.7426900584795322,0.8128654970760234,0.8362573099415205
118,durian,113,0.15197820961475372,0.24692527949810028,0.47576379776000977,0.9292035398230089,0.9292035398230089,0.9292035398230089
119,egg tart,77,0.27679628133773804,0.4598442316055298,0.5892347097396851,0.935064935064935,0.974025974025974,1.0
120,fish head curry,67,0.07890630513429642,0.10051915049552917,0.17309437692165375,0.8059701492537313,0.8208955223880597,0.8805970149253731
121,french fries,161,0.25932562351226807,0.26552098989486694,0.48988157510757446,0.9316770186335404,0.9254658385093167,0.9130434782608695
122,fried chicken,136,-0.017318308353424072,0.05079192295670509,0.08426378667354584,0.7794117647058824,0.7573529411764706,0.8014705882352942
123,fried fish,59,0.027286745607852936,0.04136110469698906,0.11586535722017288,0.6610169491525424,0.8135593220338984,0.7796610169491526
124,fried prawn,95,-0.15745681524276733,-0.025881454348564148,0.006219105329364538,0.5789473684210527,0.6526315789473685,0.7263157894736842
125,fried rice,79,0.06339699774980545,0.026860849931836128,0.08811713755130768,0.6835443037974683,0.7088607594936709,0.759493670886076
126,goreng pisang,68,-0.06400872021913528,0.025024188682436943,0.0900040715932846,0.5882352941176471,0.75,0.8676470588235294
127,green leafy vegetables,81,0.0886402502655983,0.08454649895429611,0.1257687509059906,0.8271604938271605,0.8148148148148148,0.8395061728395061
128,guava,50,0.2854054272174835,0.29208338260650635,0.6221052408218384,0.9,0.9,0.96
129,gulai daun ubi,65,0.04285155236721039,0.13196223974227905,0.3282223641872406,0.8461538461538461,0.8923076923076924,0.8923076923076924
130,har cheong gai,71,-0.031978245824575424,-0.01391845103353262,0.06863053143024445,0.38028169014084506,0.647887323943662,0.7746478873239436
131,hokkien prawn mee,91,0.12027761340141296,0.222868412733078,0.276824414730072,0.8681318681318682,0.8791208791208791,0.9230769230769231
132,honeydew,74,0.13776783645153046,0.176115944981575,0.3511721193790436,0.8108108108108109,0.8513513513513513,0.8648648648648649
133,hotplate tofu,92,-0.027263060212135315,0.06710516661405563,0.09752475470304489,0.717391304347826,0.8043478260869565,0.8478260869565217
134,ice cream - chocolate,52,0.07806429266929626,0.05742974951863289,0.14288008213043213,0.7307692307692307,0.6730769230769231,0.6923076923076923
135,ice cream - vanilla,60,0.26989924907684326,0.2108214795589447,0.4686742424964905,0.9333333333333333,0.9,0.95
136,ice kacang,73,0.1504431664943695,0.17449970543384552,0.3292756974697113,0.9178082191780822,0.9315068493150684,0.9726027397260274
137,jackfruit,78,0.23376503586769104,0.12607833743095398,0.44182226061820984,0.8589743589743589,0.8589743589743589,0.8846153846153846
138,kaya toast,69,0.1374582201242447,0.13521769642829895,0.2456575483083725,0.7681159420289855,0.8695652173913043,0.9130434782608695
139,kebab - beef,62,0.06269839406013489,0.16847173869609833,0.2752125561237335,0.7419354838709677,0.8064516129032258,0.8709677419354839
140,kebab - chicken,55,-0.07955259829759598,-0.03968365117907524,-0.013174879364669323,0.5636363636363636,0.6909090909090909,0.6181818181818182
141,kiwi,115,0.2923474609851837,0.43511366844177246,0.6140127182006836,0.9043478260869565,0.9043478260869565,0.9304347826086956
142,kueh lapis - rainbow,61,0.14592424035072327,0.11529144644737244,0.30417400598526,0.819672131147541,0.8032786885245902,0.9180327868852459
143,kueh lapis baked,85,0.2391507774591446,0.2829079031944275,0.4246227443218231,0.8705882352941177,0.9058823529411765,0.9294117647058824
144,kuih bahulu,73,0.210488423705101,0.23395562171936035,0.4546189606189728,0.7945205479452054,0.863013698630137,0.9452054794520548
145,kway chap,53,0.00622512586414814,0.07132420688867569,0.14610135555267334,0.7547169811320755,0.8867924528301887,0.8490566037735849
146,lamb chops,93,0.05405459180474281,0.059042755514383316,0.16258342564105988,0.7849462365591398,0.8172043010752689,0.8924731182795699
147,lasagna,68,0.1625167578458786,0.14515826106071472,0.3846283257007599,0.9117647058823529,0.8676470588235294,0.9558823529411765
148,longan,114,0.22661833465099335,0.2431890219449997,0.4857923686504364,0.8771929824561403,0.9210526315789473,0.9385964912280702
149,lontong,65,-0.06290809065103531,-0.02790377102792263,-0.006479182746261358,0.676923076923077,0.7076923076923077,0.7076923076923077
150,lychee,120,0.2752861976623535,0.24755676090717316,0.5381314158439636,0.9416666666666667,0.9166666666666666,0.9666666666666667
151,mango pudding,80,0.0700993463397026,0.143270343542099,0.3347916603088379,0.7875,0.9125,0.9125
152,mangosteen,102,0.2735418379306793,0.5187023878097534,0.741865873336792,0.9509803921568627,0.9705882352941176,0.9901960784313726
153,meatball,39,0.0013212388148531318,0.07992477715015411,0.22741398215293884,0.6923076923076923,0.7948717948717948,0.8461538461538461
154,mee pok,62,-0.10836859792470932,-0.05431397631764412,-0.06738362461328506,0.532258064516129,0.6290322580645161,0.5967741935483871
155,milk,107,0.2190854847431183,0.19432541728019714,0.45331013202667236,0.8785046728971962,0.8598130841121495,0.9158878504672897
156,miso soup,77,0.10214415192604065,0.10943938046693802,0.18757684528827667,0.7142857142857143,0.7662337662337663,0.7402597402597403
157,mixed grills,112,0.0382142998278141,0.03294150158762932,0.18617813289165497,0.7857142857142857,0.8392857142857143,0.875
158,mixed vegetables,134,-0.05836586281657219,-0.006940123625099659,0.005033237859606743,0.5522388059701493,0.6940298507462687,0.7313432835820896
159,muesli,140,-0.0025157760828733444,0.006472514010965824,0.10472026467323303,0.6571428571428571,0.7785714285714286,0.85
160,murtabak,57,0.1646462082862854,0.10269767045974731,0.2656194865703583,0.7543859649122807,0.8596491228070176,0.8771929824561403
161,mushroom soup,128,0.0020445948466658592,0.06373518705368042,0.18034330010414124,0.78125,0.8203125,0.8125
162,nasi lemak,85,0.09955288469791412,0.17886564135551453,0.20271258056163788,0.8235294117647058,0.9294117647058824,0.8941176470588236
163,ngoh hiang,39,0.005786392372101545,0.020216265693306923,0.06198881193995476,0.6410256410256411,0.8205128205128205,0.8205128205128205
164,orange,46,0.1750461310148239,0.07538457959890366,0.23340082168579102,0.8478260869565217,0.7608695652173914,0.782608695652174
165,otak,51,0.10971054434776306,0.16818994283676147,0.3134661316871643,0.9019607843137255,0.9607843137254902,0.9607843137254902
166,oyster omelette,60,0.11466619372367859,0.13722172379493713,0.2107977271080017,0.9,0.9,0.9
167,paella seafood,55,0.1468263864517212,0.33234572410583496,0.5735582709312439,0.8363636363636363,0.9090909090909091,0.9454545454545454
168,pancake,156,0.06660418212413788,0.11800863593816757,0.25024154782295227,0.7564102564102564,0.7756410256410257,0.8653846153846154
169,parfait,56,0.2602986693382263,0.17590419948101044,0.2707555592060089,0.7857142857142857,0.8214285714285714,0.8035714285714286
170,passion fruit,74,0.18592481315135956,0.2900795340538025,0.5339266061782837,0.8918918918918919,0.918918918918919,0.918918918918919
171,pasta - fettuccine,162,-0.009285490028560162,0.023882586508989334,0.09215005487203598,0.7345679012345679,0.7530864197530864,0.7962962962962963
172,pasta - red sauce,54,0.06478315591812134,0.09954582899808884,0.14167548716068268,0.6851851851851852,0.7777777777777778,0.7777777777777778
173,pear,82,0.10312330722808838,0.12494829297065735,0.3598596751689911,0.7317073170731707,0.7926829268292683,0.8536585365853658
174,pig organ soup,62,0.0007780667510814965,0.03572290018200874,0.11751043051481247,0.5645161290322581,0.6451612903225806,0.7903225806451613
175,pineapple,104,0.18129612505435944,0.18234756588935852,0.30296021699905396,0.7884615384615384,0.8173076923076923,0.8365384615384616
176,pineapple tarts,100,0.008392978459596634,0.06117914617061615,0.22917507588863373,0.75,0.85,0.9
177,pitaya,124,0.36845773458480835,0.5448422431945801,0.7750154733657837,0.9758064516129032,0.9919354838709677,0.9919354838709677
178,pizza,87,0.33622294664382935,0.30352166295051575,0.5435903072357178,0.9195402298850575,0.8850574712643678,0.9310344827586207
179,pomegranate,52,0.42022010684013367,0.37108033895492554,0.637518584728241,0.9038461538461539,0.9423076923076923,1.0
180,popcorn,181,0.26990699768066406,0.32738372683525085,0.606155276298523,0.9116022099447514,0.9116022099447514,0.9779005524861878
181,popiah,48,0.2554986774921417,0.2201320379972458,0.336491197347641,0.8541666666666666,0.8333333333333334,0.8958333333333334
182,preserved fruit snacks,57,-0.09902636706829071,-0.016386860981583595,0.03676901385188103,0.49122807017543857,0.6842105263157895,0.7017543859649122
183,rambutan,107,0.43383318185806274,0.47496071457862854,0.6881048083305359,0.9626168224299065,0.9813084112149533,0.9813084112149533
184,raspberry,50,0.1825849562883377,0.21679021418094635,0.4386568069458008,0.88,0.86,0.96
185,rice dumpling,67,0.0900396779179573,0.1890028566122055,0.38554978370666504,0.8805970149253731,0.9253731343283582,0.9701492537313433
186,roasted chicken,33,0.1290397197008133,0.16008931398391724,0.30103743076324463,0.7272727272727273,0.7575757575757576,0.8181818181818182
187,rock melon,176,0.12856124341487885,0.2247394621372223,0.42848873138427734,0.8977272727272727,0.9204545454545454,0.9431818181818182
188,rojak,84,0.09223373234272003,0.14886978268623352,0.2606785297393799,0.8571428571428571,0.9047619047619048,0.9166666666666666
189,roti john,44,-0.06707470118999481,-0.04922039806842804,0.046537160873413086,0.6363636363636364,0.7272727272727273,0.8409090909090909
190,salad,93,-0.018954623490571976,0.006737099029123783,0.07006361335515976,0.6344086021505376,0.6236559139784946,0.7311827956989247
191,salmon - grilled,58,0.09980811178684235,0.12495613843202591,0.28205984830856323,0.8620689655172413,0.896551724137931,0.9482758620689655
192,sambal,99,0.011622984893620014,0.09932196140289307,0.21647478640079498,0.7777777777777778,0.8282828282828283,0.9090909090909091
193,sambal kangkong,55,0.5279912352561951,0.4423327147960663,0.6574195027351379,0.9636363636363636,0.9454545454545454,0.9818181818181818
194,sambal stingray,54,0.10039705783128738,0.14292655885219574,0.2617887258529663,0.7592592592592593,0.8148148148148148,0.8518518518518519
195,sandwich,108,0.0008567305631004274,0.026196541264653206,0.15889492630958557,0.7037037037037037,0.8425925925925926,0.8611111111111112
196,satay,76,0.2080172747373581,0.20149366557598114,0.36582931876182556,0.881578947368421,0.9078947368421053,0.9736842105263158
197,satay bee hoon,56,-0.18591026961803436,-0.0707605630159378,-0.06842037290334702,0.4642857142857143,0.5178571428571429,0.5892857142857143
198,sausage rolls,105,0.13453398644924164,0.20891988277435303,0.4494456946849823,0.8952380952380953,0.9142857142857143,0.9619047619047619
199,seaweed snack,112,0.15444184839725494,0.2283002883195877,0.5120146870613098,0.8839285714285714,0.9375,0.9285714285714286
200,siew mai,87,0.26235517859458923,0.3111879825592041,0.49288037419319153,0.9080459770114943,0.9655172413793104,0.9310344827586207
201,singapore sling,66,0.3758598566055298,0.44142937660217285,0.6322221755981445,0.9090909090909091,0.9242424242424242,0.9545454545454546
202,sirloin steak,160,0.08183972537517548,0.07536210864782333,0.2859240174293518,0.825,0.86875,0.89375
203,sliced fish soup,93,-0.0542818047106266,-0.007342407945543528,-0.00875773560255766,0.43010752688172044,0.5806451612903226,0.5913978494623656
204,spring rolls,177,0.07106282562017441,0.14729170501232147,0.3773888945579529,0.8870056497175142,0.9209039548022598,0.943502824858757
205,steamed buns,120,-0.10856394469738007,-0.06863866001367569,-0.06136927753686905,0.6083333333333333,0.7416666666666667,0.7666666666666667
206,steamed grouper,87,-0.06215794384479523,0.03219405934214592,0.09064926207065582,0.6206896551724138,0.7701149425287356,0.8275862068965517
207,strawberry,98,0.12410522252321243,0.19337722659111023,0.39123252034187317,0.8061224489795918,0.8367346938775511,0.8979591836734694
208,sushi,85,0.08356923609972,0.18282248079776764,0.4471554160118103,0.8705882352941177,0.8941176470588236,0.9176470588235294
209,tacos and nachos,115,0.09721479564905167,0.12974336743354797,0.2939393222332001,0.8260869565217391,0.8695652173913043,0.8782608695652174
210,tandoori chicken,102,0.055815935134887695,0.07708124816417694,0.16854645311832428,0.803921568627451,0.8333333333333334,0.8137254901960784
211,tau suan,64,-0.0025096964091062546,0.05849384516477585,0.1689179688692093,0.75,0.8125,0.796875
212,thunder tea rice,51,0.17879951000213623,0.19848275184631348,0.24526256322860718,0.7843137254901961,0.8823529411764706,0.8431372549019608
213,tiramisu,54,0.05904359742999077,0.11734053492546082,0.32135772705078125,0.7407407407407407,0.8333333333333334,0.7592592592592593
214,tom yum noodle soup,76,-0.08545071631669998,-0.031195301562547684,-0.031166044995188713,0.40789473684210525,0.5131578947368421,0.6710526315789473
215,tortilla - plain,46,-0.10652994364500046,-0.056386422365903854,-0.0897090882062912,0.32608695652173914,0.5869565217391305,0.4782608695652174
216,tumpeng,75,0.2679435908794403,0.407467782497406,0.5250803828239441,0.96,1.0,0.9866666666666667
217,tutu kueh,56,0.31367579102516174,0.3593311309814453,0.46649640798568726,0.8928571428571429,0.9285714285714286,0.9642857142857143
218,vadai,112,0.004785311874002218,0.13103091716766357,0.232670396566391,0.7857142857142857,0.8303571428571429,0.8839285714285714
