path,label,split,reason,hash
../../foodsg-233_cleaned/bee hoon/L8FB8ZMR7HV1HHYMGQM10JYD.jpg,bee hoon,all,exact_duplicate,0514d5ec6fbef606d355bfdd623a00da
../../foodsg-233_cleaned/Mee soto/QNJ062WMXTQRUPYPHFQUDUNF.jpg,Mee soto,all,exact_duplicate,066012c411acae59b47c1395a52ee2cd
"../../foodsg-233_cleaned/Bee hoon, soto/QQB5PVXT74AJDQZ8B6AOCC7W.jpg","Bee hoon, soto",all,exact_duplicate,066012c411acae59b47c1395a52ee2cd
../../foodsg-233_cleaned/Grape/BSPSECLLWJLXIJ1ELW8FIYJX.jpg,Grape,all,exact_duplicate,069b41d6b2d45277367f3c5274b2de3f
../../foodsg-233_cleaned/canned Fruit salad/OSA010MZSDBNL8SE8GRV1TCX.jpg,canned Fruit salad,all,exact_duplicate,069b41d6b2d45277367f3c5274b2de3f
../../foodsg-233_cleaned/canned Fruit salad/U0SA5HN8V51CC722AJVVF81J.jpg,canned Fruit salad,all,exact_duplicate,069b41d6b2d45277367f3c5274b2de3f
../../foodsg-233_cleaned/Laksa/KCV6XGU10BUMTHT3GKZ23FFX.jpg,Laksa,all,exact_duplicate,0895d3f6987e04e2c90af72d9b971bdc
../../foodsg-233_cleaned/satay bee hoon/5ONB8KMQQ2BOJGDRIP3WVOBG.jpg,satay bee hoon,all,exact_duplicate,0895d3f6987e04e2c90af72d9b971bdc
../../foodsg-233_cleaned/Soto ayam/EY19E5S2QRE7HEMHGBPTM0RK.jpg,Soto ayam,all,exact_duplicate,0bb821e1be56f711eeaff420c8e99cc9
"../../foodsg-233_cleaned/Bee hoon, soto/NH6MC2Y1KT8LTDG3KLOD8AB4.jpg","Bee hoon, soto",all,exact_duplicate,0bb821e1be56f711eeaff420c8e99cc9
../../foodsg-233_cleaned/Seafood Noodles Soup/5GLM6L7AJEN8D8FPCKEKYM5O.jpg,Seafood Noodles Soup,all,exact_duplicate,0cf836cc7b66cd56be7d2c2414bb9ac4
../../foodsg-233_cleaned/bee hoon/8HWUO8DDOPEIXWFYNCQ2HSG6.jpg,bee hoon,all,exact_duplicate,0cf836cc7b66cd56be7d2c2414bb9ac4
../../foodsg-233_cleaned/Mee soto/8DFUXTVIECTTAUI89KW2T4BF.jpg,Mee soto,all,exact_duplicate,0e415c5ef201856bf5fc7fe143adea4c
"../../foodsg-233_cleaned/Bee hoon, soto/05YRZPIW92Q1UZWECFPX59MO.jpg","Bee hoon, soto",all,exact_duplicate,0e415c5ef201856bf5fc7fe143adea4c
"../../foodsg-233_cleaned/Bee hoon, soto/4QMLPU3REZRUT4J93TFAYL8A.jpg","Bee hoon, soto",all,exact_duplicate,0e958164ac73a46ad56b428958199db7
../../foodsg-233_cleaned/Soto ayam/1METI4K2CEDGBKJLOOF2CWMI.jpg,Soto ayam,all,exact_duplicate,0e958164ac73a46ad56b428958199db7
"../../foodsg-233_cleaned/Bee hoon, soto/9V0HCH3YT0BXFAW0V24BSJ8I.jpg","Bee hoon, soto",all,exact_duplicate,1150455057bd7b9977e725393f1eac93
../../foodsg-233_cleaned/bee hoon/2YWA3ATP66TYMRLHLQB0NN96.jpg,bee hoon,all,exact_duplicate,1150455057bd7b9977e725393f1eac93
"../../foodsg-233_cleaned/Mee siam, fried/XNLTOYMSGPDU51V4Q6824RAE.jpg","Mee siam, fried",all,exact_duplicate,11dd02731ee562a131a7a4b04cfdd433
../../foodsg-233_cleaned/Mee rebus/VI4P8W5S3KYYQA52U503TKBP.jpg,Mee rebus,all,exact_duplicate,11dd02731ee562a131a7a4b04cfdd433
../../foodsg-233_cleaned/xiao long bao/5G1K2GDHQHC8J1MA6S9MEW54.jpg,xiao long bao,all,exact_duplicate,12129eceb964f45e4d691561642231b3
../../foodsg-233_cleaned/char siew pau/K1I7XUMKYHLNDA5PTXG2Z29V.jpg,char siew pau,all,exact_duplicate,12129eceb964f45e4d691561642231b3
"../../foodsg-233_cleaned/Bee hoon, soto/6HNOW36QG1T6Q3LYN86HWXUF.jpg","Bee hoon, soto",all,exact_duplicate,13faeb5885a2f77f5aaa4644b4d5d765
../../foodsg-233_cleaned/Soto ayam/YVX6B8XC9R4WRMQZI8MQTN79.jpg,Soto ayam,all,exact_duplicate,13faeb5885a2f77f5aaa4644b4d5d765
"../../foodsg-233_cleaned/Bee hoon, soto/GVCTQU5RIMVU3NLZM58NBJLZ.jpg","Bee hoon, soto",all,exact_duplicate,1872a0294b9286fc563f9591a03212b3
../../foodsg-233_cleaned/bee hoon/E142R8LH09SYAF5WJW6VXSRN.jpg,bee hoon,all,exact_duplicate,1872a0294b9286fc563f9591a03212b3
../../foodsg-233_cleaned/Mee siam/NIQCQMSI5S9NZ2MYHCVXPT24.jpg,Mee siam,all,exact_duplicate,1e512a75f0f1dd698daffa9f5af634e1
"../../foodsg-233_cleaned/Bee hoon, goreng/BSYJ6JX4KYOO0ZVIO3SHBO1Z.jpg","Bee hoon, goreng",all,exact_duplicate,1e512a75f0f1dd698daffa9f5af634e1
../../foodsg-233_cleaned/Soto ayam/22JWUE1ROIGSLK9AZELKLX8C.jpg,Soto ayam,all,exact_duplicate,24ef24c965a6d382692c7510f024685c
"../../foodsg-233_cleaned/Bee hoon, soto/KDRRNQ7Q86YQB7UR5PBP0MK7.jpg","Bee hoon, soto",all,exact_duplicate,24ef24c965a6d382692c7510f024685c
"../../foodsg-233_cleaned/Mee siam, fried/AJOYJT04HZAJR5HRXR8FMU1T.jpg","Mee siam, fried",all,exact_duplicate,27d21d632cb580be18dcb58ed688ba3e
../../foodsg-233_cleaned/Mee siam/RXFDH3XS041MCH72M9HP6DXV.jpg,Mee siam,all,exact_duplicate,27d21d632cb580be18dcb58ed688ba3e
../../foodsg-233_cleaned/Mee kuah/POMRCLMRCGM2BQS6GSNPIAKE.jpg,Mee kuah,all,exact_duplicate,2a50ae9b5c3273274b0b6e65db702b0a
../../foodsg-233_cleaned/Mee siam/VR4BRGYWWWM7LMFRVX204572.jpg,Mee siam,all,exact_duplicate,2a50ae9b5c3273274b0b6e65db702b0a
../../foodsg-233_cleaned/whole wheat/T5CPFPAW9X51EAYEH3WGT231.jpg,whole wheat,all,exact_duplicate,2be9ed6a67bca9749e93aded0585fd15
../../foodsg-233_cleaned/tortilla - plain/R1PQFYLS561EGAWU2O1Z6Z2C.jpg,tortilla - plain,all,exact_duplicate,2be9ed6a67bca9749e93aded0585fd15
../../foodsg-233_cleaned/bee hoon/X3G5H1ZJ7VM2SPH9S3ZSTNFP.jpg,bee hoon,all,exact_duplicate,2ccbfc05fab1da82c08975ec888681eb
../../foodsg-233_cleaned/Seafood Noodles Soup/F725MPLZESR267763SBYUYM2.jpg,Seafood Noodles Soup,all,exact_duplicate,2ccbfc05fab1da82c08975ec888681eb
../../foodsg-233_cleaned/mee pok/QILA5AUKRW10T0FXLIAYY1RR.jpg,mee pok,all,exact_duplicate,2eea72fa56c357aa58dfd2949b414cae
../../foodsg-233_cleaned/Fish Ball Noodles/AFLLZGVXGSU5M79MZEC9AD5F.jpg,Fish Ball Noodles,all,exact_duplicate,2eea72fa56c357aa58dfd2949b414cae
../../foodsg-233_cleaned/Mee rebus/B193G6OPH71CLP6UJYEF3YUO.jpg,Mee rebus,all,exact_duplicate,320d3352799efc98d6b5932893ada96f
../../foodsg-233_cleaned/Mee siam/F10W65NX77WP848ELKE59OO0.jpg,Mee siam,all,exact_duplicate,320d3352799efc98d6b5932893ada96f
"../../foodsg-233_cleaned/Mee siam, fried/LVVB59XWHNIZDWLMZGGRD76E.jpg","Mee siam, fried",all,exact_duplicate,347b3f56399be011ab0bf5a1013cf798
"../../foodsg-233_cleaned/Bee hoon, goreng/7N6T74SH1KQ6OA5VE01YGUIF.jpg","Bee hoon, goreng",all,exact_duplicate,347b3f56399be011ab0bf5a1013cf798
../../foodsg-233_cleaned/Pomelo/2MIC3IQ6S03FT07VKRL8N5DA.jpg,Pomelo,all,exact_duplicate,38e4c455faad9ee669640335c5350211
../../foodsg-233_cleaned/Grape/ETDMI0G4HFO28QGRUEPLVBMU.jpg,Grape,all,exact_duplicate,38e4c455faad9ee669640335c5350211
../../foodsg-233_cleaned/strawberry/9DY5G0JZYXVPAM4E9UFXESHW.jpg,strawberry,all,exact_duplicate,3d0d5b9c3d203c8261807ae9997298e1
../../foodsg-233_cleaned/Apple/QM5U53N1N1IYYIJ7BGYBQ86Z.jpg,Apple,all,exact_duplicate,3d0d5b9c3d203c8261807ae9997298e1
../../foodsg-233_cleaned/blueberries/5ZWQ1CVLIUY4R1AD2MQVV7R4.jpg,blueberries,all,exact_duplicate,3d0d5b9c3d203c8261807ae9997298e1
../../foodsg-233_cleaned/satay bee hoon/CWL5I07GMWGAEPRRVSHVXECY.jpg,satay bee hoon,all,exact_duplicate,4051e44aabcc241a40e73a3069040a89
../../foodsg-233_cleaned/Laksa/H7UQDRH6JBB3EVQQEKP5EH2Q.jpg,Laksa,all,exact_duplicate,4051e44aabcc241a40e73a3069040a89
../../foodsg-233_cleaned/Soto ayam/WV4LS9RS165MKSY733OEVPKA.jpg,Soto ayam,all,exact_duplicate,43505fd08abedb68663793d1ba08c311
"../../foodsg-233_cleaned/Bee hoon, soto/TXX0Z7TAETFA937IT8RP2Y3V.jpg","Bee hoon, soto",all,exact_duplicate,43505fd08abedb68663793d1ba08c311
../../foodsg-233_cleaned/Mee kuah/RJL8R39ML00RZW4EGU30YB5I.jpg,Mee kuah,all,exact_duplicate,45734835e295f1cf58d6fae23c806dcd
../../foodsg-233_cleaned/Mee bandung/QYWJR0NQGJSCSL6NASLVGX2B.jpg,Mee bandung,all,exact_duplicate,45734835e295f1cf58d6fae23c806dcd
../../foodsg-233_cleaned/dumpling/S6Q51FI7767V9PVKL5ABI6CL.jpg,dumpling,all,exact_duplicate,4d245c7f6a33ca79ca2376b4033296b3
../../foodsg-233_cleaned/mixed vegetables/60WTS7HDSHIJF0KKZ2E74XYD.jpg,mixed vegetables,all,exact_duplicate,4d245c7f6a33ca79ca2376b4033296b3
../../foodsg-233_cleaned/Mee soto/3ZJH8VC9D4D0LQDRY5XLLICG.jpg,Mee soto,all,exact_duplicate,4de49f78f4ded5828869f65bf0ed737a
../../foodsg-233_cleaned/Seafood Noodles Soup/TLI2QH1OZUGK0U0VKARJTLVS.jpg,Seafood Noodles Soup,all,exact_duplicate,4de49f78f4ded5828869f65bf0ed737a
"../../foodsg-233_cleaned/Mee siam, fried/A1KCTZ2H6WX0S339SE0MOSPY.jpg","Mee siam, fried",all,exact_duplicate,4fb9ae5bb500111d49f5651adc0c05a7
"../../foodsg-233_cleaned/Bee hoon, goreng/OYDRSDSAUWAUDBOQ5O67DB7G.jpg","Bee hoon, goreng",all,exact_duplicate,4fb9ae5bb500111d49f5651adc0c05a7
../../foodsg-233_cleaned/Seafood Noodles Soup/WLEXBEVYE9PR2NB1L5MJGMF4.jpg,Seafood Noodles Soup,all,exact_duplicate,514490e1fa9f0b3efc83276d85a9e66a
../../foodsg-233_cleaned/Mee soto/HJQDBDZ4BYHEB37JXXQV0G1X.jpg,Mee soto,all,exact_duplicate,514490e1fa9f0b3efc83276d85a9e66a
../../foodsg-233_cleaned/Mee soto/RC2ZBQZKRHF6VJ72G7MKISG2.jpg,Mee soto,all,exact_duplicate,53bac9ef3c7ae1c9cf260b5232fb2834
"../../foodsg-233_cleaned/Bee hoon, soto/NMSLIN1K7BSVN5IMUGLTCOJF.jpg","Bee hoon, soto",all,exact_duplicate,53bac9ef3c7ae1c9cf260b5232fb2834
"../../foodsg-233_cleaned/Bee hoon, soto/VK1U4TR43ODPCYQVG3SQCCGU.jpg","Bee hoon, soto",all,exact_duplicate,563a68c9d596311c31e223dbaf4f48ad
../../foodsg-233_cleaned/bee hoon/N676VFDYCSON2TGVKMS4Y077.jpg,bee hoon,all,exact_duplicate,563a68c9d596311c31e223dbaf4f48ad
../../foodsg-233_cleaned/Seafood Noodles Soup/CVGV6P7KURZPPYYR19FNBDAI.jpg,Seafood Noodles Soup,all,exact_duplicate,563a68c9d596311c31e223dbaf4f48ad
../../foodsg-233_cleaned/Seafood Noodles Soup/2XIF8KUD50ECMXZ8B1VBWIZW.jpg,Seafood Noodles Soup,all,exact_duplicate,5908ab8af2db74545b943f9ac01bd6e2
../../foodsg-233_cleaned/Ban Mian/1ZM7SHV3KSGA875VVXNUHON4.jpg,Ban Mian,all,exact_duplicate,5908ab8af2db74545b943f9ac01bd6e2
"../../foodsg-233_cleaned/Mee siam, fried/IW0IDL7MEDMCH59D6F6TMGZ8.jpg","Mee siam, fried",all,exact_duplicate,5b01b49d07d151ba1581e674e3bc4145
../../foodsg-233_cleaned/bee hoon/WYY562X82O0DBOB6BK189SUC.jpg,bee hoon,all,exact_duplicate,5b01b49d07d151ba1581e674e3bc4145
"../../foodsg-233_cleaned/Mee siam, fried/6RZB0RQ1EYAEVE4S5OK8UQ76.jpg","Mee siam, fried",all,exact_duplicate,6037523ea8f6ac5b8b5530cc8b8d62aa
../../foodsg-233_cleaned/Fried Noodles/BW6KS5LX56ZEJOXIF7DIQ1BA.jpg,Fried Noodles,all,exact_duplicate,6037523ea8f6ac5b8b5530cc8b8d62aa
"../../foodsg-233_cleaned/Bee hoon, soto/DYDQXH8V6QCYH4373NPYDJKC.jpg","Bee hoon, soto",all,exact_duplicate,608596bb2a7ddd114fdae52b20d79efc
"../../foodsg-233_cleaned/Bee hoon, goreng/GRB8NWVX3OQPB1NTCSAE2KTZ.jpg","Bee hoon, goreng",all,exact_duplicate,608596bb2a7ddd114fdae52b20d79efc
"../../foodsg-233_cleaned/Mee siam, fried/MSOQPZ6AO71XZ395V8PBWG22.jpg","Mee siam, fried",all,exact_duplicate,625b104090f14e993ea8a7f08b1415c2
../../foodsg-233_cleaned/Mee siam/CCKRR5TYH8YHN7GQ6LHB2VEQ.jpg,Mee siam,all,exact_duplicate,625b104090f14e993ea8a7f08b1415c2
../../foodsg-233_cleaned/Ban Mian/W0EESHV8DPBAK8P4PXIJESVV.jpg,Ban Mian,all,exact_duplicate,63c33b52066d6a6a370fd37b1721d648
../../foodsg-233_cleaned/Seafood Noodles Soup/2Y2TIMW26QH7N1HP3S6767UN.jpg,Seafood Noodles Soup,all,exact_duplicate,63c33b52066d6a6a370fd37b1721d648
"../../foodsg-233_cleaned/Bee hoon, soto/FG3GUF0X2KDT09KW8RBY6U37.jpg","Bee hoon, soto",all,exact_duplicate,63c33b52066d6a6a370fd37b1721d648
../../foodsg-233_cleaned/Lontong with sayur lodeh/35ZZ4D5IIP9T5FARW5S6KXJ3.jpg,Lontong with sayur lodeh,all,exact_duplicate,67c9fc6a3ad0173240f27ec051fe09a7
../../foodsg-233_cleaned/Mee siam/LWDBIP8PKRDC9IWPJNWNQUUM.jpg,Mee siam,all,exact_duplicate,67c9fc6a3ad0173240f27ec051fe09a7
"../../foodsg-233_cleaned/Bee hoon, soto/7ASVUDMJHG2DB1TB8L4IYDDU.jpg","Bee hoon, soto",all,exact_duplicate,6ce4e5b82bc87a9fb6429d30731877ae
../../foodsg-233_cleaned/Mee soto/O0S6OI2JR280RMNIZ4FQEQ6C.jpg,Mee soto,all,exact_duplicate,6ce4e5b82bc87a9fb6429d30731877ae
../../foodsg-233_cleaned/Ban Mian/NZDTDCGZ8Z6K5CAGCMSSP9KF.jpg,Ban Mian,all,exact_duplicate,6da3914d232f23cd06874a554e014481
../../foodsg-233_cleaned/Seafood Noodles Soup/DC43BM1A22TTTM6MLM6PM2J4.jpg,Seafood Noodles Soup,all,exact_duplicate,6da3914d232f23cd06874a554e014481
"../../foodsg-233_cleaned/Bee hoon, soto/J6UH93EU96IP92M10N7O6N7M.jpg","Bee hoon, soto",all,exact_duplicate,6dd327be962adaf446095742c5cdbc9c
"../../foodsg-233_cleaned/Bee hoon, goreng/VNVIL7U2GE6DZUH4ZFPMQJ8K.jpg","Bee hoon, goreng",all,exact_duplicate,6dd327be962adaf446095742c5cdbc9c
"../../foodsg-233_cleaned/Mee siam, fried/WISWRQ95CXVBJLFURU74U4NS.jpg","Mee siam, fried",all,exact_duplicate,6e268082093b0a288b913035942ca9d1
../../foodsg-233_cleaned/Mee siam/VVV5K9DV9DSNBDSIPZQ1W2AP.jpg,Mee siam,all,exact_duplicate,6e268082093b0a288b913035942ca9d1
../../foodsg-233_cleaned/chicken soup/YHUPUOF319OZVQN9VVRMOECY.jpg,chicken soup,all,exact_duplicate,70d1cc63f45a7c1ce21ba44048f713bc
../../foodsg-233_cleaned/dumpling/SX2JU5SJBGP862MPOJGPRXYJ.jpg,dumpling,all,exact_duplicate,70d1cc63f45a7c1ce21ba44048f713bc
../../foodsg-233_cleaned/bee hoon/6M7IWRYIHZH55TGC1Z4BV071.jpg,bee hoon,all,exact_duplicate,7680b095ff45834913ca7d5ef1cfb730
../../foodsg-233_cleaned/Seafood Noodles Soup/RG7LQCDTZX7GG5CK1WDMIW1E.jpg,Seafood Noodles Soup,all,exact_duplicate,7680b095ff45834913ca7d5ef1cfb730
"../../foodsg-233_cleaned/Mee siam, fried/778NU9FPVHJ4HE4CJ8R5PD10.jpg","Mee siam, fried",all,exact_duplicate,777fbbc613cb8808bcfa280ab97cf5db
"../../foodsg-233_cleaned/Bee hoon, goreng/F3GJA9MX9N68TDJG1S9O0YR0.jpg","Bee hoon, goreng",all,exact_duplicate,777fbbc613cb8808bcfa280ab97cf5db
../../foodsg-233_cleaned/satay bee hoon/YFI2XUH048F2R5R2AP05E182.jpg,satay bee hoon,all,exact_duplicate,77e9a6e090e413e7afdf08e9a60fe6ed
../../foodsg-233_cleaned/bee hoon/96MBWIZK0Q3U17R18CY0T8RE.jpg,bee hoon,all,exact_duplicate,77e9a6e090e413e7afdf08e9a60fe6ed
../../foodsg-233_cleaned/Seafood Noodles Soup/W7MXOEG34EN9CHOZ9UL5KLWH.jpg,Seafood Noodles Soup,all,exact_duplicate,7a08e5d333ea1e37192e040427dda969
../../foodsg-233_cleaned/Porridge/RU0ZPW08L7G37KTE476ICDVZ.jpg,Porridge,all,exact_duplicate,7a08e5d333ea1e37192e040427dda969
../../foodsg-233_cleaned/Mee siam/ZIS1CZWMAA4C2MGXV4MVFZUF.jpg,Mee siam,all,exact_duplicate,8063410f234aab333e9245e58b5ccf6b
"../../foodsg-233_cleaned/Mee siam, fried/752P60GDHWMIAAF7CDB4PA0J.jpg","Mee siam, fried",all,exact_duplicate,8063410f234aab333e9245e58b5ccf6b
../../foodsg-233_cleaned/Mee siam/LI9L16AJE8NRMVX2FYETTFS1.jpg,Mee siam,all,exact_duplicate,818eeff25622ebe24d9d98a85f5a1f03
"../../foodsg-233_cleaned/Mee siam, fried/YGMQ7HPFOEGYZ6Z15GYTDOJ0.jpg","Mee siam, fried",all,exact_duplicate,818eeff25622ebe24d9d98a85f5a1f03
../../foodsg-233_cleaned/mushroom soup/X4IMV0BUICHO78UM5YU9IEF0.jpg,mushroom soup,all,exact_duplicate,8258e0d67d6e57ad9c81119ce9706ade
../../foodsg-233_cleaned/cream soup/8547O3TZUP7OEAAWAAEVNWWJ.jpg,cream soup,all,exact_duplicate,8258e0d67d6e57ad9c81119ce9706ade
