path,label,split,reason,hash
../../foodsg-233_cleaned/strawberry/HF77X6OTN3FO79JGNMVD75AA.jpg,strawberry,all,near_duplicate,c387dba0ae487726
../../foodsg-233_cleaned/strawberry/6B5YC5E9DB6TD25KY1FBXFXL.jpg,strawberry,all,near_duplicate,c387dba0ae487726
../../foodsg-233_cleaned/chicken soup/A5HERKYZMJJ59SX2CPR3K05M.jpg,chicken soup,all,near_duplicate,c7b1660b256d1e27
../../foodsg-233_cleaned/chicken soup/FWN54F6KTN2OK5JY85R6WUDH.jpg,chicken soup,all,near_duplicate,c7b1660b256d1e27
../../foodsg-233_cleaned/thunder tea rice/RGYN70JQHYKXK2WMNJDJ9BKN.jpg,thunder tea rice,all,near_duplicate,ca2b346ed4e4d2a5
../../foodsg-233_cleaned/thunder tea rice/Y7JS7SWL5CI1CQZ0GIP2LIMF.jpg,thunder tea rice,all,near_duplicate,ca2b346ed4e4d2a5
../../foodsg-233_cleaned/Kueh Salat/O8LMT08VBPPW0E4CZL186ENP.jpg,Kueh Salat,all,near_duplicate,ca6a8a69ca3d639c
../../foodsg-233_cleaned/Kueh Salat/FFT75L6V4FR24DK26MP46UAC.jpg,Kueh Salat,all,near_duplicate,ca6a8a69ca3d639c
../../foodsg-233_cleaned/hotplate tofu/FWJPR89P3VN9XQAHL2JT6F3U.jpg,hotplate tofu,all,near_duplicate,d0f52950679be296
../../foodsg-233_cleaned/hotplate tofu/E5SPMPJHQGYJ9PL6C0LJ6SSY.jpg,hotplate tofu,all,near_duplicate,d0f52950679be296
../../foodsg-233_cleaned/Ban Mian/OPUMOWA6NQTAPXFSYL6KQ55R.jpg,Ban Mian,all,near_duplicate,d1884ab762d2a9ee
../../foodsg-233_cleaned/Ban Mian/27NOMXFZQGE3FHI7Z5JFS47L.jpg,Ban Mian,all,near_duplicate,d1884ab762d2a9ee
../../foodsg-233_cleaned/french fries/4L4M1PZKNIG59FNWKPDPIB5P.jpg,french fries,all,near_duplicate,d2bcd18843358fb5
../../foodsg-233_cleaned/french fries/XLOJ36EGVIWKAYPMTHLNLOL1.jpg,french fries,all,near_duplicate,d2bcd18843358fb5
../../foodsg-233_cleaned/baked beans/APZED4OZN16SH2400U0QZ9UA.jpg,baked beans,all,near_duplicate,d4a5108e5cdbb587
../../foodsg-233_cleaned/baked beans/B6JZRAS8JH67MF33QR7PEXOZ.jpg,baked beans,all,near_duplicate,d4a5108e5cdbb587
../../foodsg-233_cleaned/tau suan/RF1I615P4SZ9I89TW2BADSCF.jpg,tau suan,all,near_duplicate,d552ca618d5e365a
../../foodsg-233_cleaned/tau suan/JP8HPBCN18BX99ZQXO902E33.jpg,tau suan,all,near_duplicate,d552ca618d5e365a
"../../foodsg-233_cleaned/Rice, chicken katsu with Japanese curry/YUP9NOMKOUO4G1AKR9GSIUA7.jpg","Rice, chicken katsu with Japanese curry",all,near_duplicate,d585db625427da29
"../../foodsg-233_cleaned/Rice, chicken katsu with Japanese curry/BLZ6FLBVZYIZGNO4M9KK71C7.jpg","Rice, chicken katsu with Japanese curry",all,near_duplicate,d585db625427da29
../../foodsg-233_cleaned/Lontong with sayur lodeh/PA2FMIUGQ71B75C246SI9K9N.jpg,Lontong with sayur lodeh,all,near_duplicate,d6ff84b48a897512
../../foodsg-233_cleaned/Lontong with sayur lodeh/KABQT13MVQTZHJU3P2KQ0YAO.jpg,Lontong with sayur lodeh,all,near_duplicate,d6ff84b48a897512
../../foodsg-233_cleaned/CNY love letter/FOOSRHFT10Q0VFW88GCVYL8W.jpg,CNY love letter,all,near_duplicate,db3e6832addac029
../../foodsg-233_cleaned/CNY love letter/FIX0HGWLONWCS246J1Z5BO0Q.jpg,CNY love letter,all,near_duplicate,db3e6832addac029
../../foodsg-233_cleaned/tau suan/RK1YYGXYVWKZWMH68KPIO4VW.jpg,tau suan,all,near_duplicate,de1c6037a7caa945
../../foodsg-233_cleaned/tau suan/MVV400GLO47LLAPXH9MWTA5K.jpg,tau suan,all,near_duplicate,de1c6037a7caa945
../../foodsg-233_cleaned/Bubble Milk Tea/0RQB6TTU6URYRNAB6DTRO81L.jpg,Bubble Milk Tea,all,near_duplicate,de746628f5475aa0
../../foodsg-233_cleaned/Bubble Milk Tea/M4PAGAUDODM5QB4QS5PZFH5I.jpg,Bubble Milk Tea,all,near_duplicate,de746628f5475aa0
../../foodsg-233_cleaned/Dumpling noodle soup/QVG2RXU66AJMSEICJWMQMT2A.jpg,Dumpling noodle soup,all,near_duplicate,df4b713e2a7d0430
../../foodsg-233_cleaned/Dumpling noodle soup/CYLJR8HCLI30Q909T1Y37FQT.jpg,Dumpling noodle soup,all,near_duplicate,df4b713e2a7d0430
../../foodsg-233_cleaned/seaweed snack/AVE3QWL1YEQ22H5QD7UJCP75.jpg,seaweed snack,all,near_duplicate,e4399b6c98c3c69c
../../foodsg-233_cleaned/har cheong gai/OBCSCGKR0OJ9EWSKTMAF4IG3.jpg,har cheong gai,all,near_duplicate,e4b9f64cc3539066
../../foodsg-233_cleaned/har cheong gai/WG1VC1ZY1M7KSOKR4V4IMDGL.jpg,har cheong gai,all,near_duplicate,e4b9f64cc3539066
../../foodsg-233_cleaned/Alcoholic Beverage/KPOGVMQI9XELOJSXFKPGWIM6.jpg,Alcoholic Beverage,all,near_duplicate,e69b33cc246c3333
../../foodsg-233_cleaned/Alcoholic Beverage/RY05VZ5ATQMSBM7HGTVHY1M3.jpg,Alcoholic Beverage,all,near_duplicate,e69b33cc246c3333
../../foodsg-233_cleaned/Kway Teow/C6A4LOW7F061BD3L5CZCVTIC.jpg,Kway Teow,all,near_duplicate,e9948f43305f72b8
../../foodsg-233_cleaned/Kway Teow/BB147NWSEG8X2OVGSYXP7I6D.jpg,Kway Teow,all,near_duplicate,e9948f43305f72b8
../../foodsg-233_cleaned/bak kwa/GUN1NAW65X86M3CDMUPSSFM9.jpg,bak kwa,all,near_duplicate,ea70c12797ce1ec8
../../foodsg-233_cleaned/bak kwa/TLNL4SS5WBE5T49PQN26KZ55.jpg,bak kwa,all,near_duplicate,ea70c12797ce1ec8
../../foodsg-233_cleaned/Nasi Ambeng/U93STTTJB6YDKS8G3CXGTO3Z.jpg,Nasi Ambeng,all,near_duplicate,eec691359ac648e6
../../foodsg-233_cleaned/Nasi Ambeng/L4D2P3UCI3AEG2R07HRET81R.jpg,Nasi Ambeng,all,near_duplicate,eec691359ac648e6
../../foodsg-233_cleaned/rock melon/53AQTDPCSNVQNLMJN9EARKBP.jpg,rock melon,all,near_duplicate,efc1a01d9072c76b
../../foodsg-233_cleaned/rock melon/6VE8HCP3ERSX17E89L7GPI7V.jpg,rock melon,all,near_duplicate,efc1a01d9072c76b
../../foodsg-233_cleaned/sambal stingray/4MIIGWAP2YRQ9DVCVY04P64B.jpg,sambal stingray,all,near_duplicate,f2948d1bd26519f2
../../foodsg-233_cleaned/sambal stingray/G5T21BLK0CE5L4C46YJQSU4Z.jpg,sambal stingray,all,near_duplicate,f2948d1bd26519f2
../../foodsg-233_cleaned/chilli crab/S3MOYIUDASX3BMJC5E5RZE0A.jpg,chilli crab,all,near_duplicate,f2d3d4729303dd24
../../foodsg-233_cleaned/chilli crab/TF8QYRRTY60GW4YDL92T2592.jpg,chilli crab,all,near_duplicate,f2d3d4729303dd24
../../foodsg-233_cleaned/popiah/HO4Z4ARD1VYWWFLRMNQ39XM0.jpg,popiah,all,near_duplicate,f55212cd6f6a24e1
../../foodsg-233_cleaned/popiah/RTOQ5YZHVUO1ASI5QGOFDYOT.jpg,popiah,all,near_duplicate,f55212cd6f6a24e1
../../foodsg-233_cleaned/tutu kueh/29ICOXDN93PMNVWQADYMJKVP.jpg,tutu kueh,all,near_duplicate,f95e55394c1a1b61
../../foodsg-233_cleaned/tutu kueh/JV3ID44CZLYCPA09M023VTO1.jpg,tutu kueh,all,near_duplicate,f95e55394c1a1b61
../../foodsg-233_cleaned/rojak/MHH9IY4RJ8HS2QUZJKRNETRY.jpg,rojak,all,near_duplicate,fa6f81e096ac5385
../../foodsg-233_cleaned/rojak/PIG1IZSSQL0DB3M08E8ITDU1.jpg,rojak,all,near_duplicate,fa6f81e096ac5385
../../foodsg-233_cleaned/seaweed snack/IC1UMDWMDO3FZD7HHWXHOIGV.jpg,seaweed snack,all,near_duplicate,fb91cc78a74c912a
../../foodsg-233_cleaned/seaweed snack/7WJNR4G9KBE59CHMM4VGRX5O.jpg,seaweed snack,all,near_duplicate,fb91cc78a74c912a
../../foodsg-233_cleaned/rice dumpling/IXHAFURXYPW4BOJDZU0HMU1F.jpg,rice dumpling,all,near_duplicate,fd046971902fd563
../../foodsg-233_cleaned/rice dumpling/B0AAO5A20QU51TC8UDNNHWET.jpg,rice dumpling,all,near_duplicate,fd046971902fd563
../../foodsg-233_cleaned/honeydew/L158X9Z62UL8NFGULFV5LGTK.jpg,honeydew,all,near_duplicate,fe9d46adad921209
../../foodsg-233_cleaned/honeydew/H7RM2317RI8AHC11J9G0UZBD.jpg,honeydew,all,near_duplicate,fe9d46adad921209
"../../foodsg-233_cleaned/Rice, chicken katsu with Japanese curry/V6IA5Y96Y4SOOEUOT5KMN3XU.jpg","Rice, chicken katsu with Japanese curry",all,near_duplicate,feb58547931e0913
"../../foodsg-233_cleaned/Rice, chicken katsu with Japanese curry/ROYHD29K22IJ6ABEG04CP3CK.jpg","Rice, chicken katsu with Japanese curry",all,near_duplicate,feb58547931e0913
../../foodsg-233_cleaned/chicken pie/3T2HBL9HT23M3R3OZ0TTJAAV.jpg,chicken pie,all,near_duplicate,80075f7865c36b8f
../../foodsg-233_cleaned/Nuts/0WYS8RU4U07TOUZ79K33A8GO.jpg,Nuts,all,near_duplicate,800f319c309c77ff
../../foodsg-233_cleaned/waffle/QIYFU3XB89OX7RIET9H26WO9.jpg,waffle,all,near_duplicate,801e577a1e3b1b78
"../../foodsg-233_cleaned/Rice, with dakgalbi/JAHLSE3HCJPDPT1UHHRD1ZU9.jpg","Rice, with dakgalbi",all,near_duplicate,801e75b1a78c9edc
../../foodsg-233_cleaned/yuseng/249OZACTHBR5GMXHK5WNYXUN.jpg,yuseng,all,near_duplicate,803773d14b7c7e44
../../foodsg-233_cleaned/tau suan/QJNRMRDKACOYZUQRWNI6GSSD.jpg,tau suan,all,near_duplicate,803e2bf522c7af58
../../foodsg-233_cleaned/mushroom soup/W1YQAL4L67Y4B2J52SHEHH5M.jpg,mushroom soup,all,near_duplicate,804b2d5e763972e6
../../foodsg-233_cleaned/Kueh Salat/TNF1JPFTM5I5AZQW0KL0DBQQ.jpg,Kueh Salat,all,near_duplicate,805577c22fc07f8b
../../foodsg-233_cleaned/Kueh Salat/1147H5TZV8B2JGCOV5HUAD8V.jpg,Kueh Salat,all,near_duplicate,805577c22fc07f8b
../../foodsg-233_cleaned/tau suan/SJR1VK0M0XPEU0LE1N6UQM0R.jpg,tau suan,all,near_duplicate,8057730b3db694f8
../../foodsg-233_cleaned/bak chor mee/PFDT9DBGOIM6DT643WMPV6DD.jpg,bak chor mee,all,near_duplicate,80971bfc03a14fe7
../../foodsg-233_cleaned/Mee goreng/4MQEPJP4IFPVHXOL7HV3WLT5.jpg,Mee goreng,all,near_duplicate,80a61db73eda3929
../../foodsg-233_cleaned/Kway Teow/CIMKXMESJKQSZLIJEORRWLMT.jpg,Kway Teow,all,near_duplicate,80b41f687caaf0be
../../foodsg-233_cleaned/tau suan/MPUD16E6O2A7LB3Z54UA9D5M.jpg,tau suan,all,near_duplicate,80be1fd076c768cc
../../foodsg-233_cleaned/bak kut teh/R1D9LSO19WIS2QUXQGHMZFYO.jpg,bak kut teh,all,near_duplicate,80c017dbce2b7e95
../../foodsg-233_cleaned/Chinese fritters/VG35P4HRU8F1BUD9VA08WTHE.jpg,Chinese fritters,all,near_duplicate,80ca3f3f16137371
../../foodsg-233_cleaned/sambal/37FNZP0VR918C9PN31LQTJTH.jpg,sambal,all,near_duplicate,80ce3eb89b9722c7
../../foodsg-233_cleaned/satay bee hoon/2DZ1XQOOJX29ST6RZ8N5BSS6.jpg,satay bee hoon,all,near_duplicate,80e93e9c2e1ba5f2
../../foodsg-233_cleaned/banana/5RDUKE8QRZ0SQ9TL6XUL567F.jpg,banana,all,near_duplicate,80f31f4678097bd6
../../foodsg-233_cleaned/steamed buns/C6Q0OLM17CNB1721IU4Z6WW8.jpg,steamed buns,all,near_duplicate,812e16029f8fcdcf
../../foodsg-233_cleaned/mixed grills/133V0GBYU8MOUZ02J3I7IZ05.jpg,mixed grills,all,near_duplicate,81359e7a7a1a71ca
../../foodsg-233_cleaned/muesli/CNXKTN5D65ANDZ4N089RXBJN.jpg,muesli,all,near_duplicate,81437f31707167da
../../foodsg-233_cleaned/french fries/J14APUH5B8GAXWQRCJPJ5WKH.jpg,french fries,all,near_duplicate,81549e6b993d48bd
"../../foodsg-233_cleaned/Miso ramen, with fishcake/04W6YZZ06EHATEZI86VFCCOE.jpg","Miso ramen, with fishcake",all,near_duplicate,816f17b433696674
../../foodsg-233_cleaned/char siew/OM0EVAL08VS3YD4GHB61IUM4.jpg,char siew,all,near_duplicate,8178978b7a2a353d
../../foodsg-233_cleaned/tau suan/BCY6M6UWXLKJK9BWIHJ6BTSU.jpg,tau suan,all,near_duplicate,81951eda7a1b69d8
../../foodsg-233_cleaned/Alcoholic Beverage/AX80APH68ROHMSYKHOHBGFWD.jpg,Alcoholic Beverage,all,near_duplicate,819faf81e30d5e98
../../foodsg-233_cleaned/drunken prawn/29H8WKDW3G57O7FQA8XI6V5I.jpg,drunken prawn,all,near_duplicate,81ac1f947df33053
../../foodsg-233_cleaned/Fish and chips/W2CFTL850QY1Q8DQMP9LOIVV.jpg,Fish and chips,all,near_duplicate,81bce086fbc1b593
../../foodsg-233_cleaned/hotplate tofu/DTH7NS4LH8HXDAU5ZEQ1CAN4.jpg,hotplate tofu,all,near_duplicate,81bd7de8e1c0c347
../../foodsg-233_cleaned/bak chor mee/SDUIKYXO16TMO87342VJ6C58.jpg,bak chor mee,all,near_duplicate,81c39e5f707c6391
../../foodsg-233_cleaned/pizza/F1SIT1BOULEZKFPBAQD5STLX.jpg,pizza,all,near_duplicate,81cc1ee57b307ac9
../../foodsg-233_cleaned/Mee soto/WJTWNNOIY3TSR96RHOOTQ02T.jpg,Mee soto,all,near_duplicate,81cf1e1e78786173
../../foodsg-233_cleaned/tau suan/5KNM1N7LJ7MWWBP6UJ3IN7WI.jpg,tau suan,all,near_duplicate,81cf7e3ac12594d6
../../foodsg-233_cleaned/pizza/TGQ2R9VUDCEH5XRNSY3QWIN0.jpg,pizza,all,near_duplicate,81e47b07b50e93cd
../../foodsg-233_cleaned/cooked white rice/CZ34UT3YU1XCE47Y11G0PNTS.jpg,cooked white rice,all,near_duplicate,81e703b0be03f85f
../../foodsg-233_cleaned/chicken soup/P3S6UBFD7AFYBVOCETMENACM.jpg,chicken soup,all,near_duplicate,81ec9e62316b71ae
../../foodsg-233_cleaned/mushroom soup/E1QKQFPOSB28E7FQ5P6N6JL4.jpg,mushroom soup,all,near_duplicate,81ff7c8241856f95
../../foodsg-233_cleaned/bak kut teh/6DJZJYHN8Y8Z1LIKKCBNFZSP.jpg,bak kut teh,all,near_duplicate,82851f9f5e787168
../../foodsg-233_cleaned/Udon/YCNFWYPDAONJ4QZF4Y1FXAW6.jpg,Udon,all,near_duplicate,82914cd3785637de
../../foodsg-233_cleaned/assam pedas/L59MDPL1CM7CNHZ8L8YGJV0V.jpg,assam pedas,all,near_duplicate,82a96dbeb09cc3f0
../../foodsg-233_cleaned/bak chor mee/P80OLQ35ZLZ1CX0BQO5AHH15.jpg,bak chor mee,all,near_duplicate,82d5dfe0aae19c23
../../foodsg-233_cleaned/Peanut Pancake/MA52Q59BHS1FUXA0F2TE5UG7.jpg,Peanut Pancake,all,near_duplicate,83197dcb604f3e62
"../../foodsg-233_cleaned/Miso ramen, with fishcake/M9VWUTIG98Z0I2C8Z548F0V3.jpg","Miso ramen, with fishcake",all,near_duplicate,832379b2c2e3adb4
../../foodsg-233_cleaned/kueh lapis baked/6BCZ2VUOB778OONQ5DFL704V.jpg,kueh lapis baked,all,near_duplicate,832fcb322b828bcf
../../foodsg-233_cleaned/tutu kueh/HSST7TPPEN7H654ZZUSPZ8FK.jpg,tutu kueh,all,near_duplicate,83307c77e0cba587
../../foodsg-233_cleaned/lychee/YU61IBITL62OP2E2IIPYZY3H.jpg,lychee,all,near_duplicate,833c676d1e727047
../../foodsg-233_cleaned/cherries/OZJNBGKIWE0AYZSKAQIJ4PBG.jpg,cherries,all,near_duplicate,833cacb13ec6c14f
"../../foodsg-233_cleaned/Don, chicken teriyaki/A5RBEF0VI27DT4H7EJ37CV7S.jpg","Don, chicken teriyaki",all,near_duplicate,839e35706b4a6a6b
../../foodsg-233_cleaned/beef noodle soup/J4HWDA456FXFENFSMKGLF0TL.jpg,beef noodle soup,all,near_duplicate,83e62d1766133c3e
../../foodsg-233_cleaned/popiah/Q90NOTT6ABWWO16RFAZVV3SY.jpg,popiah,all,near_duplicate,83e67c91a66a91c7
../../foodsg-233_cleaned/buckwheat/4XI8TSPQACKSCM7I9AF69POS.jpg,buckwheat,all,near_duplicate,83f62d0134b772ce
../../foodsg-233_cleaned/Mee goreng/77D94V0OBFXCMQLZICAAEEE3.jpg,Mee goreng,all,near_duplicate,8403850d5ffc7af2
../../foodsg-233_cleaned/kaya toast/NO3YG2ZZV482GVFETE2X3Z41.jpg,kaya toast,all,near_duplicate,84495b747ba360b7
"../../foodsg-233_cleaned/Bee hoon, soto/X7BD0TZ6UJFTFLU2CEIPD03D.jpg","Bee hoon, soto",all,near_duplicate,844b5b34d8a3cf8d
../../foodsg-233_cleaned/dumpling/9DJKPZHWQ75IE1CW8R73RZLF.jpg,dumpling,all,near_duplicate,84706b6b9db19cb2
../../foodsg-233_cleaned/drunken prawn/X6H6RCP2WR8ZWR3BLH90ERR1.jpg,drunken prawn,all,near_duplicate,848317261fab7cc7
../../foodsg-233_cleaned/Soto ayam/33LFX5NGI6YBLWJ12HIMKUPT.jpg,Soto ayam,all,near_duplicate,84c7171fda196e68
../../foodsg-233_cleaned/Pung Kueh/79HQJJ6OG96JE648M7T00G5I.jpg,Pung Kueh,all,near_duplicate,84cd5ff435911cc6
../../foodsg-233_cleaned/rock melon/8U697LZHU00L49NCO83BD9AW.jpg,rock melon,all,near_duplicate,84d32bc4544ffc96
../../foodsg-233_cleaned/Chocolate/6CS7H69HD346AAYX8TTMHKNS.jpg,Chocolate,all,near_duplicate,85121c6ee1cf4b7c
../../foodsg-233_cleaned/Indian Pancake/6HQNA09HW5ICLLLELABVSHEE.jpg,Indian Pancake,all,near_duplicate,851d756f3a6216a5
../../foodsg-233_cleaned/rock melon/D2ZZ8MX2AJOFNLMEOU8PQTTI.jpg,rock melon,all,near_duplicate,85257c69d84fc276
../../foodsg-233_cleaned/lontong/MBKTYHJG9EE174ZP33ER2S8K.jpg,lontong,all,near_duplicate,85277e72688d3596
../../foodsg-233_cleaned/longan/DK2MX5AYQS3M49YPOL6F39Q4.jpg,longan,all,near_duplicate,852d1eddb0db20ad
../../foodsg-233_cleaned/longan/L5CQVOBW2OYDBTJELRSDYEX1.jpg,longan,all,near_duplicate,852d1eddb2db00ad
../../foodsg-233_cleaned/longan/KBZKRO7G9ANHEADTVRS95PJI.jpg,longan,all,near_duplicate,852d1eddb2db00ad
../../foodsg-233_cleaned/baked beans/GXOK376RFD2G0Q8OVCA157GE.jpg,baked beans,all,near_duplicate,853535ed65e12999
../../foodsg-233_cleaned/bakso/T790S3WHRA6Q201HKFAN81I0.jpg,bakso,all,near_duplicate,854f6159692b7b70
../../foodsg-233_cleaned/blueberries/EQ9NNCFS2IF752XQCACYMDX0.jpg,blueberries,all,near_duplicate,8567dbc5b9cc5109
../../foodsg-233_cleaned/goreng pisang/ADLYRHU1LIUYWFITA6K1OLR4.jpg,goreng pisang,all,near_duplicate,85685ea5786539c7
../../foodsg-233_cleaned/cheng tng/C71Y5SILZLX7EMOL7N8DC7ZJ.jpg,cheng tng,all,near_duplicate,8570628f3d93176e
../../foodsg-233_cleaned/Chinese fritters/V30X2G6JAV3NVKIMEZ88A8R6.jpg,Chinese fritters,all,near_duplicate,85915a786de76436
../../foodsg-233_cleaned/hokkien prawn mee/MQ84PSBLIDFBG1RUQRPBSLB0.jpg,hokkien prawn mee,all,near_duplicate,85945ed6368ce94d
../../foodsg-233_cleaned/tandoori chicken/T7SMBPP3BNAPU45V6R7NZRQ2.jpg,tandoori chicken,all,near_duplicate,8595c57ee8e09d91
../../foodsg-233_cleaned/xiao long bao/KMA47TB8X1FXQT1681HUH4TQ.jpg,xiao long bao,all,near_duplicate,85a836cbcad5d5a2
"../../foodsg-233_cleaned/Pilaf, pea/BMHMGQUCYR6N65RGVLS0805Z.jpg","Pilaf, pea",all,near_duplicate,85b086cc1bee2cfa
../../foodsg-233_cleaned/har cheong gai/VY9CKCJY5NU3SN712YDVQBAA.jpg,har cheong gai,all,near_duplicate,85b670d3cb0a0eed
../../foodsg-233_cleaned/bak kut teh/4KQF68KLE0JS5F4YOUV6Q3LN.jpg,bak kut teh,all,near_duplicate,85c2960fd33c8737
../../foodsg-233_cleaned/Indian Pancake/ZB17KYJKV3U8IGPQY6F5YZVV.jpg,Indian Pancake,all,near_duplicate,85c5557a3ecfa281
../../foodsg-233_cleaned/rock melon/3GF44QI75GUO5I4WN4GIZUR9.jpg,rock melon,all,near_duplicate,85c65a8f6bcd61c4
../../foodsg-233_cleaned/kaya toast/C4P3ARCECGA2IY6BRPFWHGPL.jpg,kaya toast,all,near_duplicate,85c9366a3d3c5571
