path,label,split,md5,phash
../foodsg-233\Chocolate\1GY72ZS58AB3HLIC2QIOQ23J.jpg,Chocolate,all,010e378e05fbf7eb206c020dc8544f74,ebe18017d8e8ce55
../foodsg-233\whole grain bread\AA0VZQX4740XUYI2444DISC1.jpg,whole grain bread,all,011a49396539319cb4a40ddd28884959,9dc9f5d6ea0dc110
../foodsg-233\whole wheat\WNID6VKSLPPRXYXARYVZHYQ5.jpg,whole wheat,all,011a49396539319cb4a40ddd28884959,9dc9f5d6ea0dc110
../foodsg-233\Mee rebus\ZOBM23RNFBH04DMFIWD0MEZW.jpg,Mee rebus,all,0126d50bcb8162c8ee0d5416fa6efdb2,b1b1d6174b4d2c2e
../foodsg-233\Mee bandung\5UBHFZ2LPIE56MGZYZZQUVVE.jpg,Mee bandung,all,0126d50bcb8162c8ee0d5416fa6efdb2,b1b1d6174b4d2c2e
../foodsg-233\pasta - red sauce\X5JETW4FLNXYT5FCD9SAFMOV.jpg,pasta - red sauce,all,013376e614c201a90066628dfea9ec6b,bfcad4295225d835
../foodsg-233\pasta - fettuccine\OZWIUI232E0NWJD270HRU6QR.jpg,pasta - fettuccine,all,013376e614c201a90066628dfea9ec6b,bfcad4295225d835
../foodsg-233\Mee soto\6LMQB0GVFGPG9GFQFS8IQI9V.jpg,Mee soto,all,014826d131d3707116c08517893a76a9,f2925377afcb1042
../foodsg-233\Soto ayam\APKTJEB20TV82Y8UIW0FS8ZI.jpg,Soto ayam,all,014826d131d3707116c08517893a76a9,f2925377afcb1042
../foodsg-233\mee pok\18JDQ0YE2TN85WIO9YD2QCMS.jpg,mee pok,all,015072a1d9582173207093118178284a,ae16a5ced078e06d
../foodsg-233\bak chor mee\DPHFS6KHKF53KLJRPW1DXE35.jpg,bak chor mee,all,015072a1d9582173207093118178284a,ae16a5ced078e06d
../foodsg-233\Nuts\2UQQIXPRU0ATN1DGJYVK0XEN.jpg,Nuts,all,01d90906c57bd15e1133831169b278fa,ebd1940e68e13b9a
../foodsg-233\Chocolate\R14ZMFOBMR5Z6A2LY1PDNOME.jpg,Chocolate,all,01d90906c57bd15e1133831169b278fa,ebd1940e68e13b9a
../foodsg-233\char siew pau\HJFKBSLQGQUCSNH5AS0HPPW8.jpg,char siew pau,all,01ef298c32fb877b731b64beb7832a79,97e27a96a4866c6c
../foodsg-233\steamed buns\7GKCAOQ5I495YQ9TMJAZJGHX.jpg,steamed buns,all,01ef298c32fb877b731b64beb7832a79,97e27a96a4866c6c
../foodsg-233\bee hoon\LYQ4DR18FF2NWF5EBFRSXDX3.jpg,bee hoon,all,01f64cc5409d675e76c37aa6710fbbc5,bd8340be3bda680b
"../foodsg-233\Bee hoon, goreng\O11RT1OERCXSTD52KZH5WDQY.jpg","Bee hoon, goreng",all,01f64cc5409d675e76c37aa6710fbbc5,bd8340be3bda680b
../foodsg-233\Lontong with sayur lodeh\YCZMQWGGOU89RPPHY7ZC2M6G.jpg,Lontong with sayur lodeh,all,0213b0ea6afe2bd5405d02ad7e1d7477,91794fc72c383179
../foodsg-233\lontong\KBYKPV58TP4F3ECE751G2XKS.jpg,lontong,all,0213b0ea6afe2bd5405d02ad7e1d7477,91794fc72c383179
../foodsg-233\char siew pau\N9XF088ALQK35RVG0AD0T7LE.jpg,char siew pau,all,02315a27ffb8a7fc3385cabf9d40e8e7,ea851bd2e4e9b261
../foodsg-233\steamed buns\A77FC5QDU0CUD2OGHWYG5PRT.jpg,steamed buns,all,02315a27ffb8a7fc3385cabf9d40e8e7,ea851bd2e4e9b261
../foodsg-233\steamed buns\VBBCJ8NOBRYD2C8I3SEALXAM.jpg,steamed buns,all,024c26090345fbcf178af9809220618c,996466cd0e369b33
../foodsg-233\char siew pau\ABXBHSXKMXK0NTZE3EFNXU5Y.jpg,char siew pau,all,024c26090345fbcf178af9809220618c,996466cd0e369b33
../foodsg-233\Mee bandung\2V1A95DCNXNXJH5VQ4HNZEOQ.jpg,Mee bandung,all,02b646d9d0ceef5f757ca1ab5d1b06e9,80ac57517bbf1a68
../foodsg-233\Mee rebus\ZLW2D4HGG2QVRFS631ILUV10.jpg,Mee rebus,all,02b646d9d0ceef5f757ca1ab5d1b06e9,80ac57517bbf1a68
../foodsg-233\assam pedas\JIXOPFEJBUM50EKGPOQ5K3LW.jpg,assam pedas,all,02fa65a2bb8b4738f0db081bccf902cd,eeaaf0a5d0b5c234
../foodsg-233\fish head curry\1EHOQBDAAFJCQYA5DZYTNB5K.jpg,fish head curry,all,02fa65a2bb8b4738f0db081bccf902cd,eeaaf0a5d0b5c234
../foodsg-233\Mee kuah\85IDT0E5BO54FXVCX94VO4NI.jpg,Mee kuah,all,033103f05d6e7526132a50935e04ca1f,c64e1e1938b9716b
../foodsg-233\Mee bandung\SABBKU3SXK6PXLTD8HCBCGGI.jpg,Mee bandung,all,033103f05d6e7526132a50935e04ca1f,c64e1e1938b9716b
../foodsg-233\mushroom soup\XNUU35JW7V29O8SXAUETF6J4.jpg,mushroom soup,all,0360138126abb27919c354bebe853444,abc2c0393dd992b6
../foodsg-233\cream soup\NUEGIB355VI736DVW15J07YH.jpg,cream soup,all,0360138126abb27919c354bebe853444,abc2c0393dd992b6
../foodsg-233\bee hoon\MUNGHBSUUI5HV3ADHA614N3U.jpg,bee hoon,all,03732f9701bcd7e439bf5acf07c33ac8,edcca0b9e1494766
../foodsg-233\satay bee hoon\63VA3DCIK0HY5L1LWFNCCKPX.jpg,satay bee hoon,all,03732f9701bcd7e439bf5acf07c33ac8,edcca0b9e1494766
../foodsg-233\chai tow kuay\YZWPA7OOMAM8FW935RSESRXH.jpg,chai tow kuay,all,037ecea9804856cb9af1808bda92a448,85e95e715a653827
../foodsg-233\fried rice\9733KTIR7TP9WZPU0A4WXPIC.jpg,fried rice,all,037ecea9804856cb9af1808bda92a448,85e95e715a653827
"../foodsg-233\Wanton mee, dry\XTHD5DJVRNLBP08A1ZXXYNCV.jpg","Wanton mee, dry",all,038cf22e63ed60d7a6277b5fc02586ac,f9dd4528e4641e9a
../foodsg-233\Fish Ball Noodles\EF2UCPM0UZWMHVB32IYII9IE.jpg,Fish Ball Noodles,all,038cf22e63ed60d7a6277b5fc02586ac,f9dd4528e4641e9a
../foodsg-233\whole grain bread\VMYSU9IJ90QL02SURH28ISLG.jpg,whole grain bread,all,03a5ad44690447884a54770df86a6778,eac09fda89c5ae90
../foodsg-233\whole wheat\BGLYSLUL9Y9UKVMJXZ6O6ZKJ.jpg,whole wheat,all,03a5ad44690447884a54770df86a6778,eac09fda89c5ae90
../foodsg-233\kueh lapis - rainbow\5FGICRVDDVXI1FMJUIKA5RAB.jpg,kueh lapis - rainbow,all,03c4170058ed561adfe2c2d6d7070eee,90810b635f36ebd6
../foodsg-233\Pung Kueh\50DNECE0DPJQYEP3UYAK9ALH.jpg,Pung Kueh,all,03c4170058ed561adfe2c2d6d7070eee,90810b635f36ebd6
../foodsg-233\Kueh Salat\SEX1JD2ZLMT30NYUHDPWYWYY.jpg,Kueh Salat,all,03c4170058ed561adfe2c2d6d7070eee,90810b635f36ebd6
../foodsg-233\honeydew\C397GKQ0U5OQXLKI9OLUBPFP.jpg,honeydew,all,03e3f07d9c06ad403f18a50880a4cb8b,8382f26ba33cde29
../foodsg-233\Fruit juice\6GSMS6RQZRN4MVKRK6O1L6OR.jpg,Fruit juice,all,03e3f07d9c06ad403f18a50880a4cb8b,8382f26ba33cde29
../foodsg-233\Mee soto\B04SG4QI1CCUW4B6P1AMHZP6.jpg,Mee soto,all,040c9356db8291172d75a0c3d3867133,e17735ccc4dc3630
"../foodsg-233\Bee hoon, soto\GV407L796HZ6777RAED8MUQE.jpg","Bee hoon, soto",all,040c9356db8291172d75a0c3d3867133,e17735ccc4dc3630
../foodsg-233\chin chow drink\YN24CKPSFVMU639FMJCTWY4E.jpg,chin chow drink,all,041a04bce231eb147c930bf84b129fb5,ef9f2d63d000f10d
../foodsg-233\Bubble Milk Tea\NW4QLI5PDQG9C2T21DS0323H.jpg,Bubble Milk Tea,all,041a04bce231eb147c930bf84b129fb5,ef9f2d63d000f10d
../foodsg-233\Fish Ball Noodles\7FRWIXKRBZ50BAZBZ6WUIB5U.jpg,Fish Ball Noodles,all,042c4db991669671ff0a8d2d574c35c0,a3a0d29f1db5d8d0
../foodsg-233\mee pok\G0ET3S86PVT5BI32XJH6JKEN.jpg,mee pok,all,042c4db991669671ff0a8d2d574c35c0,a3a0d29f1db5d8d0
../foodsg-233\Soto ayam\Q9D6OAKH0DNWCCPXKFHD1CE2.jpg,Soto ayam,all,04319cda03d14284f0ffdfdfa3169aee,c955d5d6544b5165
../foodsg-233\Mee soto\OSSNZ06NOIKI7HXHQMHPVKLV.jpg,Mee soto,all,04319cda03d14284f0ffdfdfa3169aee,c955d5d6544b5165
../foodsg-233\Mee siam\GKY3UY07YWMIE8FBDQTKZS0W.jpg,Mee siam,all,0433282b07e4b1b8486077951b21b471,d1825ea16ed5371a
"../foodsg-233\Mee siam, fried\BVHX47THZ55NBY766JVCEFA2.jpg","Mee siam, fried",all,0433282b07e4b1b8486077951b21b471,d1825ea16ed5371a
../foodsg-233\tom yum noodle soup\Q2Y3KUZS5ENK0I7KI6IGZTIH.jpg,tom yum noodle soup,all,0473317a3c8cd2f8582d6a9ec332aee9,bd1a426f67c14746
../foodsg-233\miso soup\SJB6AQ5INMU1LKSAOW0X9LC7.jpg,miso soup,all,0473317a3c8cd2f8582d6a9ec332aee9,bd1a426f67c14746
../foodsg-233\bee hoon\7E39I5IVIKF52ZKWFJRWF9OK.jpg,bee hoon,all,04a0571b53af1626ce5a0528f5d1eba3,ec06977b5a68a931
"../foodsg-233\Bee hoon, goreng\7DRSAS86YXC7ZFFQLH8YJIF1.jpg","Bee hoon, goreng",all,04a0571b53af1626ce5a0528f5d1eba3,ec06977b5a68a931
../foodsg-233\har cheong gai\D2E4S4UIHGQX6K5RJLGLELUP.jpg,har cheong gai,all,04ad0582af8024bfc3f7f64f2752eada,f383b17bc58446ac
../foodsg-233\fried chicken\R8WPQT2W2X9BPZPYO1OW5ZML.jpg,fried chicken,all,04ad0582af8024bfc3f7f64f2752eada,f383b17bc58446ac
../foodsg-233\Fried Noodles\B5ORBV818PTL7KB1ZXQQH40Z.jpg,Fried Noodles,all,04c2a62d5f3b6ff3f4d87cd32dd6f584,c502de695a6978b9
../foodsg-233\Udon\BY4B9XZU9Z0DKVHHJ4IV29UO.jpg,Udon,all,04c2a62d5f3b6ff3f4d87cd32dd6f584,c502de695a6978b9
../foodsg-233\Seafood Noodles Soup\1G68PHYEWF3SLCS5TSUIKON3.jpg,Seafood Noodles Soup,all,04f7823cc6e70180fcbd4e4ab5d57b3d,aec1933e78f2813c
../foodsg-233\sliced fish soup\Y5MBNPA26XMB3Y36DVZ6THPE.jpg,sliced fish soup,all,04f7823cc6e70180fcbd4e4ab5d57b3d,aec1933e78f2813c
"../foodsg-233\Bee hoon, goreng\AQFGENDDD4IS7GW58R4ZAQYM.jpg","Bee hoon, goreng",all,0514d5ec6fbef606d355bfdd623a00da,eaca69b490696676
../foodsg-233\bee hoon\L8FB8ZMR7HV1HHYMGQM10JYD.jpg,bee hoon,all,0514d5ec6fbef606d355bfdd623a00da,eaca69b490696676
"../foodsg-233\Mee siam, fried\89FWZ9GZTZCJBRMW58BP9B4P.jpg","Mee siam, fried",all,0514d5ec6fbef606d355bfdd623a00da,eaca69b490696676
../foodsg-233\char siew pau\LEV6CKDQKPDRLWZKNX48ZTWC.jpg,char siew pau,all,0528e02ba9be4bee7c3930c32bbf40ed,eac495b346d52acc
../foodsg-233\char siew\HR67164AQ1VTLLD3OIC9UP9W.jpg,char siew,all,0528e02ba9be4bee7c3930c32bbf40ed,eac495b346d52acc
../foodsg-233\bee hoon\WF1T751HJ7M1Y9R3DURNXL87.jpg,bee hoon,all,053072be61861026e5e924d378ca7e86,fa23a15e4bb08ac7
"../foodsg-233\Bee hoon, goreng\KS1MRWPGCFO64Z3ZYLDDXCX3.jpg","Bee hoon, goreng",all,053072be61861026e5e924d378ca7e86,fa23a15e4bb08ac7
../foodsg-233\raspberry\ZXSOIDBVLF8M53YH41O61M1N.jpg,raspberry,all,053bffd4b71abe895eead38ed81d33d7,eac8949db0d36a87
../foodsg-233\Blackberry\8KF7GTS3PQYRWRPVBE4B03SX.jpg,Blackberry,all,053bffd4b71abe895eead38ed81d33d7,eac8949db0d36a87
../foodsg-233\Soto ayam\9LDHC1SQ2XER27U2ETV3AFEW.jpg,Soto ayam,all,0542da11ad10564722c56c1ed662329f,a9c2b46fa7931a64
../foodsg-233\Mee soto\RLXG2WNYA4IJCUHW78W8XTA9.jpg,Mee soto,all,0542da11ad10564722c56c1ed662329f,a9c2b46fa7931a64
../foodsg-233\fried prawn\IWXBL5LHK13N7Q3G211ORMJJ.jpg,fried prawn,all,05c63ccaea55f3204e31cfdf6e26693e,c82b2dbe0c8d3bd8
../foodsg-233\drunken prawn\KYCJJ10NV0OYQ3J39JN4THN1.jpg,drunken prawn,all,05c63ccaea55f3204e31cfdf6e26693e,c82b2dbe0c8d3bd8
../foodsg-233\Lontong with sayur lodeh\6Z0A1E9KNYRE8M9JUPD2GYT4.jpg,Lontong with sayur lodeh,all,05d43b485771c3b8fcb4d7429abe36b6,f01f4f44482e2fad
../foodsg-233\lontong\IDINW56E43SM64MA9INYWO8J.jpg,lontong,all,05d43b485771c3b8fcb4d7429abe36b6,f01f4f44482e2fad
../foodsg-233\cooked brown rice\2ECD2G51AHZR3WTDE8WLEZEV.jpg,cooked brown rice,all,0621a436ef4785b2768b2bb7c777e9de,a4ced2836d0e9e93
../foodsg-233\cooked white rice\3OHXQL4MS9J7VZUE5V2WIEJY.jpg,cooked white rice,all,0621a436ef4785b2768b2bb7c777e9de,a4ced2836d0e9e93
../foodsg-233\Mee soto\QNJ062WMXTQRUPYPHFQUDUNF.jpg,Mee soto,all,066012c411acae59b47c1395a52ee2cd,f43bcdc0738dc252
../foodsg-233\Soto ayam\L6J3EJN1XDQUVZ5KQOVYRVBU.jpg,Soto ayam,all,066012c411acae59b47c1395a52ee2cd,f43bcdc0738dc252
"../foodsg-233\Bee hoon, soto\QQB5PVXT74AJDQZ8B6AOCC7W.jpg","Bee hoon, soto",all,066012c411acae59b47c1395a52ee2cd,f43bcdc0738dc252
../foodsg-233\Mee soto\XP7KEOUXZ0U3SWPYHDUDKQWU.jpg,Mee soto,all,0688c0ff55349372394e3a8bcb17e463,86ce3be0609397ad
../foodsg-233\Soto ayam\E94I8XE5IKY5LC1CS66FUS7I.jpg,Soto ayam,all,0688c0ff55349372394e3a8bcb17e463,86ce3be0609397ad
../foodsg-233\Grape\BSPSECLLWJLXIJ1ELW8FIYJX.jpg,Grape,all,069b41d6b2d45277367f3c5274b2de3f,9619e3674e659487
../foodsg-233\canned Fruit salad\OSA010MZSDBNL8SE8GRV1TCX.jpg,canned Fruit salad,all,069b41d6b2d45277367f3c5274b2de3f,9619e3674e659487
../foodsg-233\canned Fruit salad\U0SA5HN8V51CC722AJVVF81J.jpg,canned Fruit salad,all,069b41d6b2d45277367f3c5274b2de3f,9619e3674e659487
../foodsg-233\whole grain bread\ULN2YQE5LHC2HS9ZQDJJRPNO.jpg,whole grain bread,all,069c50724233a7ce442e8eaa4a64a19d,eb4ac39db5d03066
../foodsg-233\whole wheat\AP6YPPSOQ9DWNWB6Z17YCUB7.jpg,whole wheat,all,069c50724233a7ce442e8eaa4a64a19d,eb4ac39db5d03066
../foodsg-233\mushroom soup\KWTLPRFE6KN41MYIVEYEJ1GR.jpg,mushroom soup,all,06ed9b3d6e675005345c727d629bcfb6,81ba55f855f10b71
../foodsg-233\cream soup\V1ZPP8LHAK97VYUCCSS7SW04.jpg,cream soup,all,06ed9b3d6e675005345c727d629bcfb6,81ba55f855f10b71
../foodsg-233\beef noodle soup\OXJA0QQDQ4YNE6N02C3IBD9H.jpg,beef noodle soup,all,06f418d19cb3e574c32500cb6d0fcf1b,ee70f9c18a89989b
../foodsg-233\Udon\D9K23ORZ1WIRHE40C59JKW2Z.jpg,Udon,all,06f418d19cb3e574c32500cb6d0fcf1b,ee70f9c18a89989b
../foodsg-233\Lontong with sayur lodeh\Q80B3XRS9XW7XVOF27Z3OG2I.jpg,Lontong with sayur lodeh,all,06f5bc1b2fb2864a72edcc43736f8f2b,eea0405f267432f7
../foodsg-233\lontong\N4UEPRWUYT4PFFQ7J4VJI70G.jpg,lontong,all,06f5bc1b2fb2864a72edcc43736f8f2b,eea0405f267432f7
../foodsg-233\hokkien prawn mee\FYONRINHNOFHHXEFL5QS63WP.jpg,hokkien prawn mee,all,0710777d430b4061c8c045237e63b038,ae82fa9da11eb158
"../foodsg-233\Bee hoon, goreng\2M9F4VRZKE73232KJ69IAGRU.jpg","Bee hoon, goreng",all,0710777d430b4061c8c045237e63b038,ae82fa9da11eb158
../foodsg-233\rice dumpling\7Y516R98U0K9X7PYL03W4AJG.jpg,rice dumpling,all,07b7d117764bc573c50c964fcc860472,9cd9f2d663609495
../foodsg-233\cooked brown rice\MWEYKJEPFJKO8WZSS0EIP7HZ.jpg,cooked brown rice,all,07b7d117764bc573c50c964fcc860472,9cd9f2d663609495
../foodsg-233\Soto ayam\JPU5QPOU9S864B3307OFDH7Y.jpg,Soto ayam,all,07b9b0dce4ecb6e8199e7849180f5120,b589d25541735975
../foodsg-233\Mee soto\IZH5O07G4GMCS9ZKJ6GGYXL8.jpg,Mee soto,all,07b9b0dce4ecb6e8199e7849180f5120,b589d25541735975
../foodsg-233\Kway Teow\AEX57MNXA3DW1G1OE81U2EBG.jpg,Kway Teow,all,07f759b9ec6cb0e359839e288900547f,e816ed27c725f640
../foodsg-233\chai tow kuay\KAIHE7DDB0XN9WHZW1LHV6W9.jpg,chai tow kuay,all,07f759b9ec6cb0e359839e288900547f,e816ed27c725f640
../foodsg-233\Mee siam\HGQR7GQI9SL0MCP3X5JNYN7P.jpg,Mee siam,all,0816b8963ce62c56400cbb6c1104fd96,af04c343cb0f0d3f
"../foodsg-233\Mee siam, fried\FNYE1S6PNSIA9AVZQE5HVZGW.jpg","Mee siam, fried",all,0816b8963ce62c56400cbb6c1104fd96,af04c343cb0f0d3f
"../foodsg-233\Bee hoon, goreng\1GXV90OI5KS6AV6WZGL603L4.jpg","Bee hoon, goreng",all,082568b83fcba78b11967dd910cca958,b3dc598266ad1bb0
../foodsg-233\bee hoon\0W35482DJMY483ZXMW2FISK2.jpg,bee hoon,all,082568b83fcba78b11967dd910cca958,b3dc598266ad1bb0
../foodsg-233\Mee soto\4Y4YWN65LGCDT3KW6IRCREEC.jpg,Mee soto,all,0850be76bcb9e781effd0a7d145d2fbc,bad0adc1b596968a
"../foodsg-233\Bee hoon, soto\VO5F0JSVLMJJAGQD9YFBFCDR.jpg","Bee hoon, soto",all,0850be76bcb9e781effd0a7d145d2fbc,bad0adc1b596968a
../foodsg-233\cake\AH17FAPIONCLNMXZPWE1KOBC.jpg,cake,all,08646736e1f7103b954b6927c121b995,f7841e727887a41e
../foodsg-233\cake\RDX9TAAC7NX5RTZN50BMMIO2.jpg,cake,all,08646736e1f7103b954b6927c121b995,f7841e727887a41e
"../foodsg-233\Rice, korean bulgogi beef\SRTN1U6VTPN0XEUF80N44TRL.jpg","Rice, korean bulgogi beef",all,087669b6b20b166531934baf7c04402d,d9c14b5f84a70f0e
../foodsg-233\mixed grills\W2U02UVITI2AIP9178VKUR2X.jpg,mixed grills,all,087669b6b20b166531934baf7c04402d,d9c14b5f84a70f0e
../foodsg-233\Laksa\KCV6XGU10BUMTHT3GKZ23FFX.jpg,Laksa,all,0895d3f6987e04e2c90af72d9b971bdc,e6b07b86e0978754
../foodsg-233\satay bee hoon\5ONB8KMQQ2BOJGDRIP3WVOBG.jpg,satay bee hoon,all,0895d3f6987e04e2c90af72d9b971bdc,e6b07b86e0978754
../foodsg-233\Laksa\YN0SINK1JYUHAUVA19D5E7I3.jpg,Laksa,all,0895d3f6987e04e2c90af72d9b971bdc,e6b07b86e0978754
../foodsg-233\Mee soto\VU49T6RBOOZI25I7N8K9UYRM.jpg,Mee soto,all,094a9f8e26b29f91e1f403ca30b8a1f2,b393a1f7e4c8c0d2
../foodsg-233\Soto ayam\EQT1MEGS0ZJN0SNHX5M825FL.jpg,Soto ayam,all,094a9f8e26b29f91e1f403ca30b8a1f2,b393a1f7e4c8c0d2
../foodsg-233\sambal stingray\WFADFMVLGFNAQ55NX75KWZPJ.jpg,sambal stingray,all,097af1e62a20e2504ad037604e4af64d,fd05eada85609565
../foodsg-233\sambal\K0GXMAPSU6HGO1388GXJZ7TN.jpg,sambal,all,097af1e62a20e2504ad037604e4af64d,fd05eada85609565
../foodsg-233\bak chor mee\TV842L8XYUQVVE8OBD2OZS77.jpg,bak chor mee,all,09838524a265f2e3dbe1af7738d7d386,cbd62e643c495e07
../foodsg-233\mee pok\PAO00VZMLJUZIKFQWX6FHG05.jpg,mee pok,all,09838524a265f2e3dbe1af7738d7d386,cbd62e643c495e07
../foodsg-233\tandoori chicken\HFZUPF7U171MBD3Y3VP69UPY.jpg,tandoori chicken,all,0987aa32412f094a39d42bcd50f5540a,8f41e8e854d65aea
../foodsg-233\chicken masala\BYBZQWFWEL6F0CL04SW4RYD5.jpg,chicken masala,all,0987aa32412f094a39d42bcd50f5540a,8f41e8e854d65aea
../foodsg-233\Udon\U6AH6PV67TGFVO42C2C4DXKX.jpg,Udon,all,0a08422dc6a644bccd9e7931cb4320a3,ff9d5d7801838c0d
../foodsg-233\beef noodle soup\29IIY2O06P311DVZESMWJBT4.jpg,beef noodle soup,all,0a08422dc6a644bccd9e7931cb4320a3,ff9d5d7801838c0d
../foodsg-233\satay bee hoon\IWL9T4FYQX1Y20UARCPB2EJ9.jpg,satay bee hoon,all,0a29794689ea127253d0e1fc5ac9b2da,f8fa0a692c0e64d7
"../foodsg-233\Bee hoon, soto\WS8JOUDV9765ZZN8UD8UZOV4.jpg","Bee hoon, soto",all,0a29794689ea127253d0e1fc5ac9b2da,f8fa0a692c0e64d7
../foodsg-233\yogurt\YZL9A2PYU4VWEC7XBDFL5SOK.jpg,yogurt,all,0a452cb57c4fd922ada69efc035e3766,bb45a53b0a651d96
../foodsg-233\muesli\824Q39QD705H91MJVC557HNT.jpg,muesli,all,0a452cb57c4fd922ada69efc035e3766,bb45a53b0a651d96
../foodsg-233\Laksa\GA2LHXLI666ICZEDEOJRX7AA.jpg,Laksa,all,0a58a662ee185593169bd08a5e86f754,cb03017f76684f4e
../foodsg-233\yong tau foo\RZAZFVNU79R5ENCRYUWB2B4G.jpg,yong tau foo,all,0a58a662ee185593169bd08a5e86f754,cb03017f76684f4e
../foodsg-233\whole wheat\A3WVPIBYKEPGX7CCR7N9CPKO.jpg,whole wheat,all,0a64b843056e6274174ae4f76639a113,c0473fb0cd59c276
../foodsg-233\whole grain bread\WDAEIB0T0NFUYVGH3L4UK7PA.jpg,whole grain bread,all,0a64b843056e6274174ae4f76639a113,c0473fb0cd59c276
"../foodsg-233\Wanton mee, dry\KL92R4G95GOIO0FNND2VY7WI.jpg","Wanton mee, dry",all,0ac5a08468433e8894130b9a3eb2ba30,c3c07e8b6b30a4cf
../foodsg-233\Fried Noodles\VQ11E691RS5HOMOG04JVYYPO.jpg,Fried Noodles,all,0ac5a08468433e8894130b9a3eb2ba30,c3c07e8b6b30a4cf
../foodsg-233\Mee soto\XKI5LWUVWT8R1CJTYFS0WXLH.jpg,Mee soto,all,0acf8594007874efdcdb8937df701f17,802f2f3ea0f147d6
../foodsg-233\Soto ayam\TKG8XCRJ22NEKPP700I8OTTI.jpg,Soto ayam,all,0acf8594007874efdcdb8937df701f17,802f2f3ea0f147d6
../foodsg-233\green leafy vegetables\I45KVFV74WBUXLI68AVOG2CJ.jpg,green leafy vegetables,all,0adee21a82dd4e46370a328ba63ddec2,f99a842d96ba3c51
../foodsg-233\mixed vegetables\1B7V5UI62JI346ZN0R5DTXFY.jpg,mixed vegetables,all,0adee21a82dd4e46370a328ba63ddec2,f99a842d96ba3c51
../foodsg-233\Soto ayam\9066XWM0HSTU4EFU2EEO3NKX.jpg,Soto ayam,all,0ae04c4e7a62a6990536b093956a794d,ad91c04ecb9b1dcc
../foodsg-233\Mee soto\I1AKINHBF4X846EDMCKUOP04.jpg,Mee soto,all,0ae04c4e7a62a6990536b093956a794d,ad91c04ecb9b1dcc
../foodsg-233\fried prawn\EK723MTAQ64FZCYNL5BL8LKG.jpg,fried prawn,all,0af7ae11f7bbb74a97d36d6a3eed4e20,a86adee6c8cace11
../foodsg-233\drunken prawn\5NB3PUERP320L3WYD7ZS504O.jpg,drunken prawn,all,0af7ae11f7bbb74a97d36d6a3eed4e20,a86adee6c8cace11
../foodsg-233\bakso\ZGGM975L221DVHV0KHND4YVY.jpg,bakso,all,0b46f47b1a43f9ef5b0afb525384cf77,f2ccd287cb3c8d21
"../foodsg-233\Bee hoon, soto\4FCDP2BSVUZ5WN53E9TZ8CUF.jpg","Bee hoon, soto",all,0b46f47b1a43f9ef5b0afb525384cf77,f2ccd287cb3c8d21
../foodsg-233\Porridge\DJYYD13FG014506P2C9T07SX.jpg,Porridge,all,0b7eb6b87219f3dee4617f5b3e2b8bc5,e2cd29c41ec3d6e2
../foodsg-233\Chinese fritters\TVHL45K20EIRZF1X3NT1ZGPB.jpg,Chinese fritters,all,0b7eb6b87219f3dee4617f5b3e2b8bc5,e2cd29c41ec3d6e2
../foodsg-233\Fruit juice\0ML69O6ZT96J1QJKBE3T50R3.jpg,Fruit juice,all,0b9098fa098acf8b9a69f2f3562c2416,85327a5a0fcdfc24
../foodsg-233\pineapple\DBITXDEH6FG2RMWT5TA3F0OA.jpg,pineapple,all,0b9098fa098acf8b9a69f2f3562c2416,85327a5a0fcdfc24
