path,label,split,md5,phash,predicted_label,num_models_agree,convnext_confidence
../foodsg-233_cleaned/Apricot/DCTDQ5V7C82N6LH0DK7CZLHW.jpg,Apricot,all,c1f2308d7a97a00c559675d658db0fc8,c1f2308d7a97a00c559675d658db0fc8,sambal,2,0.5181
../foodsg-233_cleaned/Apricot/GP7DZ4LTOUCW5AJJTFGE8KG8.jpg,Apricot,all,98a6ac9d2668a3c3c48ee8fdc61d9f42,98a6ac9d2668a3c3c48ee8fdc61d9f42,preserved fruit snacks,2,0.9146
../foodsg-233_cleaned/Apricot/GZME4PI4NSDJ3QKZFFMHLYZX.jpg,Apricot,all,c1f2308d7a97a00c559675d658db0fc8,c1f2308d7a97a00c559675d658db0fc8,cheng tng,2,0.7283
../foodsg-233_cleaned/Apricot/KGAMHFE69Z1KI71RXWDYDKFB.jpg,Apricot,all,98a6ac9d2668a3c3c48ee8fdc61d9f42,98a6ac9d2668a3c3c48ee8fdc61d9f42,preserved fruit snacks,2,0.9319
../foodsg-233_cleaned/Apricot/NTED378MMCKOFS0ZFRITQF87.jpg,Apricot,all,98a6ac9d2668a3c3c48ee8fdc61d9f42,98a6ac9d2668a3c3c48ee8fdc61d9f42,preserved fruit snacks,2,0.6967
../foodsg-233_cleaned/Avocados/TSYZ3BTLVKKEA2EGDHYCDWBB.jpg,Avocados,all,b02e06daaed37859d0780b1a0c2151d6,b02e06daaed37859d0780b1a0c2151d6,Cucumber,2,0.9486
../foodsg-233_cleaned/Avocados/X1EL8JFCYC0MFYDTH1V7OMLE.jpg,Avocados,all,b02e06daaed37859d0780b1a0c2151d6,b02e06daaed37859d0780b1a0c2151d6,salad,2,0.8488
../foodsg-233_cleaned/Ban Mian/38FW44HHHQARVMEZKOLJE3LP.jpg,Ban Mian,all,a2965f70102c466b8c903ebc892bb30c,a2965f70102c466b8c903ebc892bb30c,beef noodle soup,2,0.9421
../foodsg-233_cleaned/Ban Mian/3D64RWUWP3NVVK0HCW3P1DZ0.jpg,Ban Mian,all,a2965f70102c466b8c903ebc892bb30c,a2965f70102c466b8c903ebc892bb30c,yong tau foo,2,0.5283
../foodsg-233_cleaned/Ban Mian/4IN0UYO7ES3P1KQN1JIICHCD.jpg,Ban Mian,all,663c358ec702e42577713090584cc89f,663c358ec702e42577713090584cc89f,Udon,2,0.9916
../foodsg-233_cleaned/Ban Mian/5C7G2NLPT0EFLMRT84JGD04I.jpg,Ban Mian,all,3d0978e1c22b13881fcff8899ba31155,3d0978e1c22b13881fcff8899ba31155,bak chor mee,2,0.6917
../foodsg-233_cleaned/Ban Mian/5YHNMY1P2XGJ86SB5U5BJJNU.jpg,Ban Mian,all,b3a105715efa4f39299e950c23b398b4,b3a105715efa4f39299e950c23b398b4,Seafood Noodles Soup,2,0.5385
../foodsg-233_cleaned/Ban Mian/76PXWU4LFED6AWF9Q1A98R2R.jpg,Ban Mian,all,138fd04ee1c3fe03de60d407be0effa7,138fd04ee1c3fe03de60d407be0effa7,Dumpling noodle soup,2,0.8575
../foodsg-233_cleaned/Ban Mian/EMN0T44LQMWU2R2FX5R2Y8DG.jpg,Ban Mian,all,65bf87f22590b7c1a6ddc71bf3af6353,65bf87f22590b7c1a6ddc71bf3af6353,Hor Fun,2,0.7648
../foodsg-233_cleaned/Ban Mian/GRD6R8JPO3N7BZF2OMC5N57H.jpg,Ban Mian,all,0d1e000acc9904280057d34435c6dfb3,0d1e000acc9904280057d34435c6dfb3,sliced fish soup,2,0.6978
../foodsg-233_cleaned/Ban Mian/IBR4TO6B4KIA2R3JQFQF3KQL.jpg,Ban Mian,all,0d1e000acc9904280057d34435c6dfb3,0d1e000acc9904280057d34435c6dfb3,sliced fish soup,2,0.7817
../foodsg-233_cleaned/Ban Mian/MUX4X5UTGZDZ7H2Q4LYRR41S.jpg,Ban Mian,all,a2965f70102c466b8c903ebc892bb30c,a2965f70102c466b8c903ebc892bb30c,Laksa,2,0.5231
../foodsg-233_cleaned/Ban Mian/PSZGR63KIGL00I0U0OL3E7RU.jpg,Ban Mian,all,138fd04ee1c3fe03de60d407be0effa7,138fd04ee1c3fe03de60d407be0effa7,Dumpling noodle soup,2,0.9014
../foodsg-233_cleaned/Ban Mian/WRUZXHO7R4ZOS6QHSGB9OX7P.jpg,Ban Mian,all,493194b6f207aa5e13f272d47bf62618,493194b6f207aa5e13f272d47bf62618,"Bee hoon, soto",2,0.6272
../foodsg-233_cleaned/Barley/5F0V8H2K7W4CCDWDSOB5NNGA.jpg,Barley,all,a01fd1e13c6ef94f692cdf19ba103096,a01fd1e13c6ef94f692cdf19ba103096,breakfast cereal,2,0.8996
../foodsg-233_cleaned/Barley/75FAVVOB4TYB5GN38MXAPTRL.jpg,Barley,all,f36291ef6d191503b5dfec1a8c34ee23,f36291ef6d191503b5dfec1a8c34ee23,"Rice, with dakgalbi",2,0.8442
../foodsg-233_cleaned/Barley/BPYY7P77OP8JAFNPLE9KE4KW.jpg,Barley,all,f36291ef6d191503b5dfec1a8c34ee23,f36291ef6d191503b5dfec1a8c34ee23,mushroom soup,2,0.7398
../foodsg-233_cleaned/Barley/DAS77I7WPXLJ9QNVUW79KKH4.jpg,Barley,all,a01fd1e13c6ef94f692cdf19ba103096,a01fd1e13c6ef94f692cdf19ba103096,breakfast cereal,2,0.9889
../foodsg-233_cleaned/Barley/LSHU9RFZZFW7C0Q4GWM18S5Q.jpg,Barley,all,f36291ef6d191503b5dfec1a8c34ee23,f36291ef6d191503b5dfec1a8c34ee23,"Pilaf, pea",2,0.6509
../foodsg-233_cleaned/Barley/M32ZG5GNO73MUDVLUK401BC9.jpg,Barley,all,4d25011401835a0bbcd69a6a8f9d04c3,4d25011401835a0bbcd69a6a8f9d04c3,salad,2,0.6151
../foodsg-233_cleaned/Barley/N05PUMW9PZLWWG9DIFGG7L53.jpg,Barley,all,88438145bbb85c31f310d4c00e9e2e02,88438145bbb85c31f310d4c00e9e2e02,buckwheat,2,0.7627
../foodsg-233_cleaned/Barley/U4C097CHQ8K7RJSAEX2P3F1R.jpg,Barley,all,88438145bbb85c31f310d4c00e9e2e02,88438145bbb85c31f310d4c00e9e2e02,buckwheat,2,0.7775
../foodsg-233_cleaned/Barley/V8VHFL773VPSUJPMLXYCQX1Z.jpg,Barley,all,f36291ef6d191503b5dfec1a8c34ee23,f36291ef6d191503b5dfec1a8c34ee23,mixed vegetables,2,0.6832
../foodsg-233_cleaned/Barley/YEYRPTP3YGKE38B36WWKRVKO.jpg,Barley,all,4d25011401835a0bbcd69a6a8f9d04c3,4d25011401835a0bbcd69a6a8f9d04c3,salad,2,0.704
"../foodsg-233_cleaned/Bee hoon, goreng/16WVWLI78S6GR6W4ULVZXS5K.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.8654
"../foodsg-233_cleaned/Bee hoon, goreng/2FP06Y8TGDN7N8RVVHT4640H.jpg","Bee hoon, goreng",all,a90058b521394fba5e938b355bde5d68,a90058b521394fba5e938b355bde5d68,Fried Noodles,2,0.547
"../foodsg-233_cleaned/Bee hoon, goreng/3UX5OYVQ23LO1QL0544FKSHJ.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.9641
"../foodsg-233_cleaned/Bee hoon, goreng/3ZTC3MFNSBMCFRE4IPIAKUMV.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.9714
"../foodsg-233_cleaned/Bee hoon, goreng/47WPKPTWIFBE3N7CECU12XES.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,salad,2,0.8566
"../foodsg-233_cleaned/Bee hoon, goreng/4EAQZPWA3G15XXSGKTYT60YN.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.8087
"../foodsg-233_cleaned/Bee hoon, goreng/4M993RQHIAX8H79G6VPM42AW.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,mee pok,2,0.7312
"../foodsg-233_cleaned/Bee hoon, goreng/4X7MAVJ6TC1V0KJMTMFXTEB7.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.7466
"../foodsg-233_cleaned/Bee hoon, goreng/725Y4LOZNYRZH1QAIR0YVI1G.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.9901
"../foodsg-233_cleaned/Bee hoon, goreng/7PVNZJMOP3N17L5TOTZ74PNN.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.7661
"../foodsg-233_cleaned/Bee hoon, goreng/8MHGQQUA7DAUF6551KVMFIQB.jpg","Bee hoon, goreng",all,98482b189bc5d2b3ceec4a3d69704aaf,98482b189bc5d2b3ceec4a3d69704aaf,Mee goreng,2,0.8127
"../foodsg-233_cleaned/Bee hoon, goreng/8O00AJJJX8EX1KGV3DI34QHI.jpg","Bee hoon, goreng",all,b20dafa7559445dfc2a7c0a19aa572ce,b20dafa7559445dfc2a7c0a19aa572ce,vegetarian bee hoon,2,0.5256
"../foodsg-233_cleaned/Bee hoon, goreng/9X6Y9U7HG9W6WWBN2KTNSEF0.jpg","Bee hoon, goreng",all,8829f64fa8e38204b51bb2d6ff33f9f2,8829f64fa8e38204b51bb2d6ff33f9f2,fried rice,2,0.7819
"../foodsg-233_cleaned/Bee hoon, goreng/ABX9XNRJTLIRWWVWXTQ24VMO.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.6808
"../foodsg-233_cleaned/Bee hoon, goreng/B1KRLZ8SUNMWKIPNFJENOT0C.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.5693
"../foodsg-233_cleaned/Bee hoon, goreng/BYWGXAK1EAT6FGACQ5IVE9CG.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,"Bee hoon, soto",2,0.8196
"../foodsg-233_cleaned/Bee hoon, goreng/C8ODNVNOGDY5IJIM1CK51JED.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.6288
"../foodsg-233_cleaned/Bee hoon, goreng/CZPL8KB8R29Q22MR878IROCL.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.701
"../foodsg-233_cleaned/Bee hoon, goreng/DWURB4A4II93483F1JQUIHLQ.jpg","Bee hoon, goreng",all,a90058b521394fba5e938b355bde5d68,a90058b521394fba5e938b355bde5d68,Fried Noodles,2,0.6325
"../foodsg-233_cleaned/Bee hoon, goreng/G1ZVZRVXINDN0QSXB0BV3K1P.jpg","Bee hoon, goreng",all,b20dafa7559445dfc2a7c0a19aa572ce,b20dafa7559445dfc2a7c0a19aa572ce,vegetarian bee hoon,2,0.7851
"../foodsg-233_cleaned/Bee hoon, goreng/GR0Y56CWQO3GMVH1FZLC5ZC6.jpg","Bee hoon, goreng",all,68dc15b32b6b75d119a0f98d3ff2816c,68dc15b32b6b75d119a0f98d3ff2816c,hokkien prawn mee,2,0.5462
"../foodsg-233_cleaned/Bee hoon, goreng/KVDFLMJFAVE7UQJV2ASYI2MZ.jpg","Bee hoon, goreng",all,5f3899a6bec00a5707f7d53acae639a1,5f3899a6bec00a5707f7d53acae639a1,Kway Teow,2,0.6578
"../foodsg-233_cleaned/Bee hoon, goreng/KYEAWHBJS3IFQ0TJ15CKZWV7.jpg","Bee hoon, goreng",all,68dc15b32b6b75d119a0f98d3ff2816c,68dc15b32b6b75d119a0f98d3ff2816c,hokkien prawn mee,2,0.9957
"../foodsg-233_cleaned/Bee hoon, goreng/L86JPUXFJQ6YME3G2YVL950T.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,chicken chop,2,0.8758
"../foodsg-233_cleaned/Bee hoon, goreng/MTRO433ZU2ORGD4Z9UI9PSAS.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,Seafood Noodles Soup,2,0.8776
"../foodsg-233_cleaned/Bee hoon, goreng/PFZCQ4PNX0311XT5I6RQRHZH.jpg","Bee hoon, goreng",all,98482b189bc5d2b3ceec4a3d69704aaf,98482b189bc5d2b3ceec4a3d69704aaf,Mee goreng,2,0.7788
"../foodsg-233_cleaned/Bee hoon, goreng/QUS4CEF8DP4OEQQXRK8C4SPN.jpg","Bee hoon, goreng",all,a90058b521394fba5e938b355bde5d68,a90058b521394fba5e938b355bde5d68,Fried Noodles,2,0.5043
"../foodsg-233_cleaned/Bee hoon, goreng/W1M50TP17PEZOMIMF5CKG7VF.jpg","Bee hoon, goreng",all,9957769a6adf6aed0168cc06c960dc63,9957769a6adf6aed0168cc06c960dc63,bee hoon,2,0.6577
"../foodsg-233_cleaned/Bee hoon, goreng/X5424JGVD9XHVVAMXTNM9T57.jpg","Bee hoon, goreng",all,98482b189bc5d2b3ceec4a3d69704aaf,98482b189bc5d2b3ceec4a3d69704aaf,Mee goreng,2,0.6724
"../foodsg-233_cleaned/Bee hoon, goreng/Y9OD24ZVOX3W6TF4MA26D0LW.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.619
"../foodsg-233_cleaned/Bee hoon, goreng/YSPU5PL68SH6PRDFQCBNYFQI.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,ayam penyet,2,0.7962
"../foodsg-233_cleaned/Bee hoon, goreng/Z0NO38CXT3QC3NAT70LT4N42.jpg","Bee hoon, goreng",all,e1045c7dc521fc99e4e4f489bdbfcc17,e1045c7dc521fc99e4e4f489bdbfcc17,"Mee siam, fried",2,0.877
"../foodsg-233_cleaned/Bee hoon, goreng/ZTDKCU6HM7KISJ0R53ZSQJ38.jpg","Bee hoon, goreng",all,3972aade6cebc9a0a723cf463590df63,3972aade6cebc9a0a723cf463590df63,pasta - fettuccine,2,0.7946
"../foodsg-233_cleaned/Bee hoon, soto/0DWM81JF859Q3UFG5MSRGYAY.jpg","Bee hoon, soto",all,493194b6f207aa5e13f272d47bf62618,493194b6f207aa5e13f272d47bf62618,Ban Mian,2,0.9978
"../foodsg-233_cleaned/Bee hoon, soto/0JHPB2ENKGJ2JFH1M7VSLW01.jpg","Bee hoon, soto",all,3671fb0a39e9307b0e27bb2c4cd49de6,3671fb0a39e9307b0e27bb2c4cd49de6,Seafood Noodles Soup,2,0.684
"../foodsg-233_cleaned/Bee hoon, soto/14UO6HZCIXRUVLUFQ7ZIP6BX.jpg","Bee hoon, soto",all,1bafbf3153ff16a3a6a0a4f52b61f5d1,1bafbf3153ff16a3a6a0a4f52b61f5d1,bee hoon,2,0.8166
"../foodsg-233_cleaned/Bee hoon, soto/1AR76XG0PW7BHEGTTUH67VZV.jpg","Bee hoon, soto",all,3671fb0a39e9307b0e27bb2c4cd49de6,3671fb0a39e9307b0e27bb2c4cd49de6,Seafood Noodles Soup,2,0.9818
"../foodsg-233_cleaned/Bee hoon, soto/1HUDUMRA4GUJAAUEY5PU7PFJ.jpg","Bee hoon, soto",all,3671fb0a39e9307b0e27bb2c4cd49de6,3671fb0a39e9307b0e27bb2c4cd49de6,Seafood Noodles Soup,2,0.6717
"../foodsg-233_cleaned/Bee hoon, soto/1Y9RHI6R83C8VH01E8GXIKUM.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.5206
"../foodsg-233_cleaned/Bee hoon, soto/2TUKODHAME4RGKHA5J3H2O33.jpg","Bee hoon, soto",all,c635d85fb16ae8da181a981ec07dfff5,c635d85fb16ae8da181a981ec07dfff5,Laksa,2,0.8986
"../foodsg-233_cleaned/Bee hoon, soto/3CZXQOGISTHXDY3A0U3NRHE6.jpg","Bee hoon, soto",all,bf008f0474d82da10d09d32beb370000,bf008f0474d82da10d09d32beb370000,Lor mee,2,0.905
"../foodsg-233_cleaned/Bee hoon, soto/3VHOP8UUY8S7O4VBX8J3RF4A.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.5785
"../foodsg-233_cleaned/Bee hoon, soto/3XJD0DCO24FP81FJZRJ22BZU.jpg","Bee hoon, soto",all,bf008f0474d82da10d09d32beb370000,bf008f0474d82da10d09d32beb370000,chin chow drink,2,0.7562
"../foodsg-233_cleaned/Bee hoon, soto/4Q03U0KPV1C80QYIJVP6KZ6P.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.863
"../foodsg-233_cleaned/Bee hoon, soto/7743BDI1KK79L6JL0PF10GRW.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.5423
"../foodsg-233_cleaned/Bee hoon, soto/81I87833BVOYS1CJA8Q3Y2IG.jpg","Bee hoon, soto",all,1bafbf3153ff16a3a6a0a4f52b61f5d1,1bafbf3153ff16a3a6a0a4f52b61f5d1,bee hoon,2,0.6667
"../foodsg-233_cleaned/Bee hoon, soto/8E27RGUPX4OTFRP9AH9UQSUF.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.9651
"../foodsg-233_cleaned/Bee hoon, soto/9EF97QC6YCQO38J0FPEGBCSQ.jpg","Bee hoon, soto",all,bf008f0474d82da10d09d32beb370000,bf008f0474d82da10d09d32beb370000,Dumpling noodle soup,2,0.5439
"../foodsg-233_cleaned/Bee hoon, soto/B20QKJ6L9DVMIFWDUSRY4CXW.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.8404
"../foodsg-233_cleaned/Bee hoon, soto/BAH43VK4T6FF90CPZHEXMPMH.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8149
"../foodsg-233_cleaned/Bee hoon, soto/BO332K6LMH9C350UWASIL512.jpg","Bee hoon, soto",all,493194b6f207aa5e13f272d47bf62618,493194b6f207aa5e13f272d47bf62618,Ban Mian,2,0.9968
"../foodsg-233_cleaned/Bee hoon, soto/C0ZU2221Z2VI8YAIBMM60RGA.jpg","Bee hoon, soto",all,bf008f0474d82da10d09d32beb370000,bf008f0474d82da10d09d32beb370000,Mee bandung,2,0.8497
"../foodsg-233_cleaned/Bee hoon, soto/E4X1JS9NB729RP51IOI3CKTK.jpg","Bee hoon, soto",all,bf008f0474d82da10d09d32beb370000,bf008f0474d82da10d09d32beb370000,pig organ soup,2,0.5013
"../foodsg-233_cleaned/Bee hoon, soto/G56XTPZV5JIHYANRD6VPKCYL.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.7088
"../foodsg-233_cleaned/Bee hoon, soto/HR9NMYQN0ZIRPP5G8V8SX905.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.9882
"../foodsg-233_cleaned/Bee hoon, soto/HS4SYKCM3N53TBOYI5GEFYKZ.jpg","Bee hoon, soto",all,378c30e3e8709528b1d19cc40d1fed4e,378c30e3e8709528b1d19cc40d1fed4e,Mee rebus,2,0.9945
"../foodsg-233_cleaned/Bee hoon, soto/I4GKLJNRZ8X74003NZYBWI27.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.6962
"../foodsg-233_cleaned/Bee hoon, soto/KE10SU8PF7MZRMJTZN6VY8JN.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8983
"../foodsg-233_cleaned/Bee hoon, soto/O7WXD9CTRPQY3OWS8TFDYXMU.jpg","Bee hoon, soto",all,378c30e3e8709528b1d19cc40d1fed4e,378c30e3e8709528b1d19cc40d1fed4e,Mee rebus,2,0.5642
"../foodsg-233_cleaned/Bee hoon, soto/OJCW3OA9PG94WFW6ZCS3J9GQ.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8012
"../foodsg-233_cleaned/Bee hoon, soto/REAAWWWIAN0MOQ7NJERJPTCS.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.5202
"../foodsg-233_cleaned/Bee hoon, soto/TF9VCHR72PUAQOMZJWS5DU20.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8585
"../foodsg-233_cleaned/Bee hoon, soto/WOEHHMUU6P59MF5VVGCA6QB5.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.6183
"../foodsg-233_cleaned/Bee hoon, soto/WTGC5I6XFQS9VNV4SV1AI0D3.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.5041
"../foodsg-233_cleaned/Bee hoon, soto/X2ZADWFWIK6I1QQ4DH1FPGCP.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.7656
"../foodsg-233_cleaned/Bee hoon, soto/Y3L4KJ9Q2GXSP2FSF2UPRAD2.jpg","Bee hoon, soto",all,c635d85fb16ae8da181a981ec07dfff5,c635d85fb16ae8da181a981ec07dfff5,Laksa,2,0.8378
"../foodsg-233_cleaned/Bee hoon, soto/YB27NQMLRT5UEQF9HCYQNTTU.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.6144
"../foodsg-233_cleaned/Bee hoon, soto/YJT5Q2EN83U2ZEOJ8EEVG1ST.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.978
"../foodsg-233_cleaned/Bee hoon, soto/ZAHHQYRDNP2JEAHLXG5P9KXS.jpg","Bee hoon, soto",all,83cae4c6cc61e464314b49729ebfde1c,83cae4c6cc61e464314b49729ebfde1c,Mee soto,2,0.7527
"../foodsg-233_cleaned/Bee hoon, soto/ZBUTPUD4R9ZPPIXIFLWBFN1I.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8712
"../foodsg-233_cleaned/Bee hoon, soto/ZJAUNIEH1FWSIL5NSR8OKMRN.jpg","Bee hoon, soto",all,16786a7326bc8446403e945946998f55,16786a7326bc8446403e945946998f55,Soto ayam,2,0.8351
../foodsg-233_cleaned/Bibimbap/1OYII8LO48XJDM72S3Q5BPLC.jpg,Bibimbap,all,9cbdc8f3a568451fd9e04ae9edbec4f1,9cbdc8f3a568451fd9e04ae9edbec4f1,"Rice, korean bulgogi beef",2,0.5377
../foodsg-233_cleaned/Bibimbap/9RGZVUDXCNBMBW2O1BP54TU2.jpg,Bibimbap,all,2583ccb99bb3c908d1e55ceedbf62a27,2583ccb99bb3c908d1e55ceedbf62a27,"Rice, with dakgalbi",2,0.5292
../foodsg-233_cleaned/Bibimbap/GVSOHVPBX2T0V0C2V3FCY6TE.jpg,Bibimbap,all,2583ccb99bb3c908d1e55ceedbf62a27,2583ccb99bb3c908d1e55ceedbf62a27,wholegrain pasta,2,0.5131
../foodsg-233_cleaned/Bibimbap/UMJWEAA4T7C0R7X60VKVNY2C.jpg,Bibimbap,all,9cbdc8f3a568451fd9e04ae9edbec4f1,9cbdc8f3a568451fd9e04ae9edbec4f1,"Rice, korean bulgogi beef",2,0.9921
../foodsg-233_cleaned/Bubble Milk Tea/2BQA1WQO0I6W444LSZ900YBF.jpg,Bubble Milk Tea,all,0efc39b0a149ea5f60080689fb880e4d,0efc39b0a149ea5f60080689fb880e4d,Fruit juice,2,0.9757
../foodsg-233_cleaned/Bubble Milk Tea/8I9T7DYM7WS4UTJ7V3V0T3WD.jpg,Bubble Milk Tea,all,cf786681a89a4ec02598f871612a29e3,cf786681a89a4ec02598f871612a29e3,milk,2,0.6127
../foodsg-233_cleaned/Bubble Milk Tea/J0UL7IVWH1MVKHVOQFKGTEZ5.jpg,Bubble Milk Tea,all,f71cd94ed7d1d2ba38b82c56e638b62e,f71cd94ed7d1d2ba38b82c56e638b62e,chin chow drink,2,0.9055
