path,label,split,md5,phash
../foodsg-233\Mee siam\F05BPFW94K1QD98SLREY1IEY.jpg,Mee siam,all,6d6b1627814ed3ddab1ffa0c499fd1bf,80dedc981c389b7b
"../foodsg-233\Mee siam, fried\WYMGJ7AANA4MIEBQVTDQAMOR.jpg","Mee siam, fried",all,0d78f818ba4cdf5fce2e01e6d648f54d,80dedc981c389b7b
../foodsg-233\rock melon\2EQE5XXA4MKEKK94XEYV5PO7.jpg,rock melon,all,d631b2b86fea5c7b650f89385b7ab5c9,80e57a604d5f87ba
../foodsg-233\rock melon\6LH01RLR07MVXKEUDKERCS8Q.jpg,rock melon,all,a27f8a303a917d0b47868283f4f945d4,80e57a604d5f87ba
../foodsg-233\rock melon\RTSAOLHSTSNC0QJJZGMMTT2J.jpg,rock melon,all,e7c1df32efaa112ed4fd6a2430672d01,80e57a604d5f87ba
../foodsg-233\satay bee hoon\2DZ1XQOOJX29ST6RZ8N5BSS6.jpg,satay bee hoon,all,8065ef2bcf621d269bbe56fbd5a3329f,80e93e9c2e1ba5f2
../foodsg-233\satay bee hoon\VO89RJ6RHW0GL6PCVWDTZNWR.jpg,satay bee hoon,all,52e7c04c7249e82afa6039f45682b7d1,80e93e9c2e1ba5f2
../foodsg-233\banana\UUMQ9LXLY39LJGDIMUKG6PB1.jpg,banana,all,e6a7ecbc8c92bbd874df27ec18885174,80f31f4678097bd6
../foodsg-233\banana\5RDUKE8QRZ0SQ9TL6XUL567F.jpg,banana,all,09ca24355eca7edfb3e73c8ace1a2c74,80f31f4678097bd6
../foodsg-233\Mee goreng\I9VQ0P0Q6Y56LRLB12552FVW.jpg,Mee goreng,all,38d38c61cbaac340403d2cf48da3f747,80ff5ff42a0b64c2
../foodsg-233\Fried Noodles\1D9VY49Y1D4FBVNY3OTBL226.jpg,Fried Noodles,all,f64a389b1002a96f5b4208887c186992,80ff5ff42a0b64c2
../foodsg-233\steamed buns\L7UUJJ5UTAGNCFQR0ALVICM8.jpg,steamed buns,all,6824c48de9ce97b9c1396d97cf708b19,812e16029f8fcdcf
../foodsg-233\steamed buns\C6Q0OLM17CNB1721IU4Z6WW8.jpg,steamed buns,all,d242433a2d91632826e970ff23335fdd,812e16029f8fcdcf
../foodsg-233\mixed grills\133V0GBYU8MOUZ02J3I7IZ05.jpg,mixed grills,all,bdf0e5634e4cb936eb7d186cdcf9ebf2,81359e7a7a1a71ca
../foodsg-233\mixed grills\B2ZKM0UN1G76T4BXE3FACSI0.jpg,mixed grills,all,3a2c3b6f28704db29435989b759088c8,81359e7a7a1a71ca
../foodsg-233\muesli\B2J34UDZG1JG6D7ALV39KKAR.jpg,muesli,all,5ff3b021d9f16329e1c83099896e39eb,81437f31707167da
../foodsg-233\muesli\CNXKTN5D65ANDZ4N089RXBJN.jpg,muesli,all,ca50332f6ae850c2546c164daa1f8dcc,81437f31707167da
../foodsg-233\french fries\J14APUH5B8GAXWQRCJPJ5WKH.jpg,french fries,all,798cc8a4e1f3b0f96f826e15a3e6958f,81549e6b993d48bd
../foodsg-233\french fries\KTX9CU207FVHU7FL5OOEKYKG.jpg,french fries,all,0cf77667b8a521f405809bcf98d1dd09,81549e6b993d48bd
../foodsg-233\spring rolls\VEPPTRLRH0PS1AXNT6SCHOFL.jpg,spring rolls,all,75ad4041520cc411e7c498f077086a44,816d3eb2f2c9813e
../foodsg-233\spring rolls\VL03W06W3ANUKPXW4YBILIFO.jpg,spring rolls,all,fc136b5a9179436cfd27ca6db787f0ba,816d3eb2f2c9813e
../foodsg-233\spring rolls\6UA5B079Y1QXTRDPB16HJQBJ.jpg,spring rolls,all,4b2e77526ccaa74762cf1275fa8c9d00,816d3eb2f2c9813e
../foodsg-233\spring rolls\X1FR3Y28931FIH0KT3CJCFMK.jpg,spring rolls,all,9928cf67e7cd6158d0e714a715068e8c,816d3eb2f2c9813e
"../foodsg-233\Miso ramen, with fishcake\AMH3DQVO81XPGBC14ONKTJW8.jpg","Miso ramen, with fishcake",all,1982aaf43431545bc577641c9facbdb8,816f17b433696674
"../foodsg-233\Miso ramen, with fishcake\04W6YZZ06EHATEZI86VFCCOE.jpg","Miso ramen, with fishcake",all,c7a18187ab341239a8cfbce7ef0c841f,816f17b433696674
../foodsg-233\char siew\E9U40YW8YML5DNF0T68DXKDZ.jpg,char siew,all,db5c636b4ee416f054edd279ec6c1ce7,8178978b7a2a353d
../foodsg-233\char siew\OM0EVAL08VS3YD4GHB61IUM4.jpg,char siew,all,beccb9093ab4590fb5e374083518a58b,8178978b7a2a353d
../foodsg-233\tau suan\3A11907EWWI8AE0XHR9RCA4J.jpg,tau suan,all,e78a80642c030748e3b3a7fcd5c7168a,81951eda7a1b69d8
../foodsg-233\tau suan\BCY6M6UWXLKJK9BWIHJ6BTSU.jpg,tau suan,all,68f610d8c786c9534a82053eceddf2cc,81951eda7a1b69d8
../foodsg-233\Alcoholic Beverage\XAYUWRA7GCTPBGTVBGZLZ2VJ.jpg,Alcoholic Beverage,all,1771008113689d38883760f16442ff4f,819faf81e30d5e98
../foodsg-233\Alcoholic Beverage\AX80APH68ROHMSYKHOHBGFWD.jpg,Alcoholic Beverage,all,fe028a0a797d87c2edb560d268fd4d24,819faf81e30d5e98
../foodsg-233\drunken prawn\66UAI7AJ6B9NS73UY9U9C9Z6.jpg,drunken prawn,all,55b5480d00db0e2c5db41d7274ea1ace,81ac1f947df33053
../foodsg-233\drunken prawn\29H8WKDW3G57O7FQA8XI6V5I.jpg,drunken prawn,all,aa1fde7885dda04d147e8785b3b5d40f,81ac1f947df33053
../foodsg-233\Fish and chips\Q9WVTGMI06Y9AFI5JHXBC53M.jpg,Fish and chips,all,b64b0c8ede9d93e60728938e4f40be5c,81bce086fbc1b593
../foodsg-233\Fish and chips\W2CFTL850QY1Q8DQMP9LOIVV.jpg,Fish and chips,all,97148509f63d0bad30a7f8960ed0beac,81bce086fbc1b593
../foodsg-233\hotplate tofu\DTH7NS4LH8HXDAU5ZEQ1CAN4.jpg,hotplate tofu,all,21ca0fea36a668111906abc9068e6702,81bd7de8e1c0c347
../foodsg-233\hotplate tofu\QSLII8QHJFKKUHHFCZJYNWVD.jpg,hotplate tofu,all,70efe8b0763964a2be70fd88ad3250e7,81bd7de8e1c0c347
../foodsg-233\bee hoon\R1YK11JB9O98P33UGDSEQFI4.jpg,bee hoon,all,63127500e31ac86eb4b3384b67d3908f,81be1f793c507271
"../foodsg-233\Bee hoon, soto\YG8G431ZP1YCHV68JBZKP3I2.jpg","Bee hoon, soto",all,385dfea285e06077d000136c514f1c55,81be1f793c507271
../foodsg-233\bak chor mee\SDUIKYXO16TMO87342VJ6C58.jpg,bak chor mee,all,730c77e1fb52f38b7d97ba385d4e43b4,81c39e5f707c6391
../foodsg-233\bak chor mee\FK17IVLIGE1XV1UBL0M0NITP.jpg,bak chor mee,all,2cc6c563b880c474f2684f549e823e53,81c39e5f707c6391
../foodsg-233\pizza\Y8PBCGUXXY31SWQ4BUA4YB3O.jpg,pizza,all,fd289f3ddb953a8722d5dbe156a4a562,81cc1ee57b307ac9
../foodsg-233\pizza\F1SIT1BOULEZKFPBAQD5STLX.jpg,pizza,all,4522ff0d7e58721f1419f06292a8934e,81cc1ee57b307ac9
../foodsg-233\Mee soto\4RVRRKCWIPAAU63BPH6NLA8L.jpg,Mee soto,all,a5abfa91acefcc7d7891f589155ea436,81cf1e1e78786173
../foodsg-233\Mee soto\WJTWNNOIY3TSR96RHOOTQ02T.jpg,Mee soto,all,d425542723c84357b99381207c2c01e6,81cf1e1e78786173
../foodsg-233\tau suan\Y95D81XZ8XIK97YRYQ9U9S9Y.jpg,tau suan,all,93144a00f9878b5d795c7598a96510ee,81cf7e3ac12594d6
../foodsg-233\tau suan\5KNM1N7LJ7MWWBP6UJ3IN7WI.jpg,tau suan,all,e2c191bd7e9336fb1e3b0c34706029de,81cf7e3ac12594d6
../foodsg-233\pizza\AHO01KTBKMPIXJOI94P94UB6.jpg,pizza,all,36d609ae81d3ad58cbb4facd68167e80,81e47b07b50e93cd
../foodsg-233\pizza\TGQ2R9VUDCEH5XRNSY3QWIN0.jpg,pizza,all,0a2b2994415aa14b2218cb328e5dfa61,81e47b07b50e93cd
../foodsg-233\cooked white rice\7S2MRKFZ2OWEYQLYZFB3ZVWU.jpg,cooked white rice,all,81570b9a08b50389bc2c118ce4cf5088,81e703b0be03f85f
../foodsg-233\cooked white rice\CZ34UT3YU1XCE47Y11G0PNTS.jpg,cooked white rice,all,21c5dfa6b600d400b1270a6986255a9b,81e703b0be03f85f
../foodsg-233\chicken soup\7GRF7FMUCAHWGFQ5SY0FQK4U.jpg,chicken soup,all,5e0bcb5ccfe2f3b99de872534610af86,81ec9e62316b71ae
../foodsg-233\chicken soup\P3S6UBFD7AFYBVOCETMENACM.jpg,chicken soup,all,61a20b790aa892453eb6d9a903debc0f,81ec9e62316b71ae
../foodsg-233\mushroom soup\O8K8EF9D1A6LMC2NX8D7FRP6.jpg,mushroom soup,all,b12fb7f4a2e591ded79a55adb1413e2c,81ff7c8241856f95
../foodsg-233\mushroom soup\E1QKQFPOSB28E7FQ5P6N6JL4.jpg,mushroom soup,all,58850a2be6e4c51948bcd3d0d394cc42,81ff7c8241856f95
../foodsg-233\Grapefruit\1NWG9ALX0I36V4IKXT9OU4QK.jpg,Grapefruit,all,592a72de226d117a21f9bf7b12efba39,82627f2d53d261f4
../foodsg-233\Fruit juice\1HYKOB9QD6G9HTCJ802742PS.jpg,Fruit juice,all,613c4c238702c5021a54642b3bdd52d8,82627f2d53d261f4
../foodsg-233\bak kut teh\6DJZJYHN8Y8Z1LIKKCBNFZSP.jpg,bak kut teh,all,c88440ae1e62cd0c8a31e05515f87745,82851f9f5e787168
../foodsg-233\bak kut teh\VIMX1JS7AFAII9CBJ9A7ENFD.jpg,bak kut teh,all,9941a991bb1ead18dcc25b243d088ad4,82851f9f5e787168
../foodsg-233\Udon\SQW5F4RX40LE0OKP6YR8TTHC.jpg,Udon,all,b870f7a57bab29bae1e8e2bb2deb28ff,82914cd3785637de
../foodsg-233\Udon\YCNFWYPDAONJ4QZF4Y1FXAW6.jpg,Udon,all,091dd13d608fc2fd8ac5467f4679113e,82914cd3785637de
../foodsg-233\assam pedas\SJPRJNMS5V0S1X6KG2JMTOOH.jpg,assam pedas,all,e7edb86adbfe25452e994d5840ed0cfd,82a96dbeb09cc3f0
../foodsg-233\assam pedas\L59MDPL1CM7CNHZ8L8YGJV0V.jpg,assam pedas,all,51f90546607fc4f7d18ab5457953cc26,82a96dbeb09cc3f0
"../foodsg-233\Wanton mee, dry\0KQS8S0ACKTGYRGS9KKMS7K2.jpg","Wanton mee, dry",all,bf783689d7819399a9afa355f7ee2303,82aa65bca6437ea5
../foodsg-233\Dumpling noodle soup\SWGAAHEICG87DXVIKR653M2O.jpg,Dumpling noodle soup,all,853b4e879c679934eac82a3be268738a,82aa65bca6437ea5
../foodsg-233\Dumpling noodle soup\R92WFJ1G7IRFXDGLDYHCXUDB.jpg,Dumpling noodle soup,all,3153f42bfa10e0dd2ba85aea06bfc787,82aa65bca6437ea5
../foodsg-233\har cheong gai\GP5Y1R9H9YY3NPXBEH1VX6JU.jpg,har cheong gai,all,d26f05cea8bf62983955b12ed91fc59f,82cd5bd737c183b0
../foodsg-233\bak chor mee\FO486IHCT7OTW2T70LSK4PK4.jpg,bak chor mee,all,7793daf274b017b287386395e8998908,82d5dfe0aae19c23
../foodsg-233\bak chor mee\P80OLQ35ZLZ1CX0BQO5AHH15.jpg,bak chor mee,all,34e8121f7b4ca139ffb842edd37b02c9,82d5dfe0aae19c23
../foodsg-233\Seafood Noodles Soup\LE0NU04EKD0L2JZAEH3S279C.jpg,Seafood Noodles Soup,all,edff631acfeffafe90ff65b316440076,830eceb819ad59b9
../foodsg-233\Prawn Noodle\4R84NWXDIW7YJBDWYQJDEVZQ.jpg,Prawn Noodle,all,2206e7ca5e9d689e38b4da8a7a624620,830eceb819ad59b9
../foodsg-233\Prawn Noodle\PPYZYJIR2L51TAT8LDIRR7EM.jpg,Prawn Noodle,all,e077c05b096739d61d0ce2463e750af4,830eceb819ad59b9
../foodsg-233\Peanut Pancake\MA52Q59BHS1FUXA0F2TE5UG7.jpg,Peanut Pancake,all,960e428ef7ed9e0fb00052a01dbf4584,83197dcb604f3e62
../foodsg-233\Peanut Pancake\36TLH4FQ52MQZVMLG1HJJLAR.jpg,Peanut Pancake,all,1987d118d3f57989f0208cf1691ca37c,83197dcb604f3e62
"../foodsg-233\Miso ramen, with fishcake\0H1R8PM8Q45BZRI0LP296Z6L.jpg","Miso ramen, with fishcake",all,2331feeb73a3b4b32e0d25f9ce0cc589,832379b2c2e3adb4
"../foodsg-233\Miso ramen, with fishcake\M9VWUTIG98Z0I2C8Z548F0V3.jpg","Miso ramen, with fishcake",all,65cd160eb72b4afd21fad11ee8034309,832379b2c2e3adb4
../foodsg-233\kueh lapis baked\HXBM7ZET1BFL695M9HBP2JDT.jpg,kueh lapis baked,all,a614c6866cdda82709722e24e0db87f1,832fcb322b828bcf
../foodsg-233\kueh lapis baked\6BCZ2VUOB778OONQ5DFL704V.jpg,kueh lapis baked,all,021ee4327ed8451bb005efbf4d4887b0,832fcb322b828bcf
../foodsg-233\tutu kueh\910NQ5NCEOJ4EOK4POKP26SP.jpg,tutu kueh,all,ccc0c584e74be4f4bdaa209bae05f754,83307c77e0cba587
../foodsg-233\tutu kueh\HSST7TPPEN7H654ZZUSPZ8FK.jpg,tutu kueh,all,9a6f906b50b295f533df4ea8298653a6,83307c77e0cba587
../foodsg-233\lychee\YU61IBITL62OP2E2IIPYZY3H.jpg,lychee,all,cb87ce49bcb721fc6aa2f4d38c365078,833c676d1e727047
../foodsg-233\lychee\2O6A4GOH7JPUCA4F1Z7TGLYU.jpg,lychee,all,1a6f516802c711aa7e2794779c15ed4d,833c676d1e727047
../foodsg-233\cherries\SUL32KNHXSCD0XXK49RLAZPD.jpg,cherries,all,97722a472b8f4153fc5e2bccdea64806,833cacb13ec6c14f
../foodsg-233\cherries\OZJNBGKIWE0AYZSKAQIJ4PBG.jpg,cherries,all,d56bd0aae98d466af278e549682b890b,833cacb13ec6c14f
../foodsg-233\Lontong with sayur lodeh\5WLUEQKXATHOPGJHUKDJS3ZR.jpg,Lontong with sayur lodeh,all,73d80b088caf6ebe0fec003726a9b180,8355485d0bb36b3e
../foodsg-233\lontong\XFYSIMX0SD2VTKSQBHA714H0.jpg,lontong,all,530faab2c7c2168ad452429dade7a392,8355485d0bb36b3e
../foodsg-233\canned Fruit salad\NY63L3OE0894LUZITURDLPPN.jpg,canned Fruit salad,all,67b4c44c7787d8972f021cded7437882,8359b6847ccb9837
../foodsg-233\cherries\KKNTXJY9FKW1ZYLJK4XSHJMH.jpg,cherries,all,7e5198b65b3c4369063ad31c8e880abb,8359b6847ccb9837
"../foodsg-233\Don, chicken teriyaki\5SG1IBLG6YV9AFYMYK8BB5AC.jpg","Don, chicken teriyaki",all,5fad25330df9b764f1325b4693e2ee97,839e35706b4a6a6b
"../foodsg-233\Don, chicken teriyaki\A5RBEF0VI27DT4H7EJ37CV7S.jpg","Don, chicken teriyaki",all,bf033117bd1f4af1f4a687d8bc84d67c,839e35706b4a6a6b
"../foodsg-233\Bee hoon, soto\S0Z77PMN27R8ESQ9U6Z3XZXP.jpg","Bee hoon, soto",all,0575319e03485581b41190f1a81cd422,83a2cf239ce3389d
"../foodsg-233\Bee hoon, goreng\R4ZX830SLRQWV9432JP0ZQ9L.jpg","Bee hoon, goreng",all,316a6693d46b871f95ceb8596c512356,83a2cf239ce3389d
../foodsg-233\beef noodle soup\FLKVGIWQOWO3TGYT2ZZR0M22.jpg,beef noodle soup,all,843cb53d0029533770a93d151e20b37b,83e62d1766133c3e
../foodsg-233\beef noodle soup\J4HWDA456FXFENFSMKGLF0TL.jpg,beef noodle soup,all,5bf20bcb4437543fe0d85d84952918f3,83e62d1766133c3e
../foodsg-233\popiah\JTUUYYRYQUAN6P2SN41U8YVM.jpg,popiah,all,f173546f7ff1394ed523dcd5492dbea6,83e67c91a66a91c7
../foodsg-233\popiah\Q90NOTT6ABWWO16RFAZVV3SY.jpg,popiah,all,d8a2fd00117db7261e548e690428f633,83e67c91a66a91c7
../foodsg-233\green leafy vegetables\L06UN8HMRVGYQYXDTUFFBTKH.jpg,green leafy vegetables,all,d5c9f405290ea8682290b6b860049535,83e7d3ae26220ead
../foodsg-233\mixed vegetables\RVX1E4R2QD99JGJ1LZ1UJZP5.jpg,mixed vegetables,all,81fff294267f0867e9c6e1049631bbf7,83e7d3ae26220ead
../foodsg-233\buckwheat\KPAG2ITOGFKNBVZB9OZVSAFO.jpg,buckwheat,all,770153999e17351ec31463fc530a90f8,83f62d0134b772ce
../foodsg-233\buckwheat\4XI8TSPQACKSCM7I9AF69POS.jpg,buckwheat,all,eacfd03cc95e8d06366118c8e22bf5d8,83f62d0134b772ce
../foodsg-233\Mee goreng\3BWUCU61HIERUARKFAADEJUB.jpg,Mee goreng,all,1c9ce6d7f386c3f7d0724aa5e106c480,8403850d5ffc7af2
../foodsg-233\Mee goreng\77D94V0OBFXCMQLZICAAEEE3.jpg,Mee goreng,all,c5192132c3319162fa8112c15d66656c,8403850d5ffc7af2
../foodsg-233\Mee goreng\K34JIWS6AEP51SLYMBUY61FM.jpg,Mee goreng,all,7c4aa6badf3516b6dbcf41576fac56cb,841859e6d279d7f0
